Price,Year,Kms,Potencia,renta_encoded,familia_encoded,frecuencia_uso_encoded,experiencia_conduccion_encoded,vacaciones_freq,sector_freq,comunidad_autonoma_freq,condiciones_conduccion_freq,tipo_combustible.1_freq,Marca_freq,probability,prediction_class
11190,2024,10.299,70,5,2,0,0,0.5065757428153921,0.18813930832927422,0.029347296639064782,0.20920603994154896,0.282513395031661,0.04596931320019484,0.1281445981260511,0
12990,2023,44.554,110,4,1,2,2,0.5065757428153921,0.09005114466634194,0.13200194836824158,0.698307355090112,0.39704091573307354,0.08865075499269362,0.09104184134201224,0
16890,2020,93.391,163,1,2,2,1,0.29627374573794446,0.18813930832927422,0.13200194836824158,0.698307355090112,0.30144909887968824,0.1620798830979055,0.0881040255108506,0
14790,2024,23.741,110,2,0,2,1,0.5065757428153921,0.18813930832927422,0.04736970287384316,0.698307355090112,0.30144909887968824,0.08865075499269362,0.09383863356964592,0
11190,2024,26.688,83,3,1,0,2,0.5065757428153921,0.050535801266439355,0.023380418899171942,0.698307355090112,0.39704091573307354,0.08865075499269362,0.0815289714702143,0
10190,2020,114.243,95,2,2,2,2,0.5065757428153921,0.18813930832927422,0.13200194836824158,0.698307355090112,0.30144909887968824,0.053153921091086215,0.08847530086165456,0
9990,2021,112.846,102,1,1,0,2,0.5065757428153921,0.10326351680467609,0.029347296639064782,0.20920603994154896,0.30144909887968824,0.06715781782756941,0.09600010207235683,0
12790,2016,101.271,116,2,0,0,2,0.19715051144666343,0.05211885046273746,0.011264003896736484,0.698307355090112,0.30144909887968824,0.006575742815392109,0.08368647522103201,0
19390,2021,39.63,150,0,1,2,1,0.19715051144666343,0.15112031173891866,0.16762055528494885,0.698307355090112,0.39704091573307354,0.053153921091086215,0.08212988848651666,0
15990,2020,124.625,116,4,2,1,0,0.5065757428153921,0.050414028251339504,0.13200194836824158,0.20920603994154896,0.282513395031661,0.032696054554310766,0.08986244638893116,0
34790,2023,19.051,245,3,1,2,1,0.29627374573794446,0.11002191914271797,0.029347296639064782,0.20920603994154896,0.282513395031661,0.06039941548952752,0.13897277179234604,0
10490,2021,93.968,100,1,2,2,2,0.29627374573794446,0.09005114466634194,0.03452264978080857,0.698307355090112,0.30144909887968824,0.08865075499269362,0.09795883749860292,0
16590,2021,119.459,130,2,0,1,1,0.5065757428153921,0.10466390647832441,0.17748416950803703,0.20920603994154896,0.30144909887968824,0.08865075499269362,0.09314939115795694,0
12990,2021,56.078,110,2,1,2,1,0.29627374573794446,0.11002191914271797,0.05010959571358987,0.20920603994154896,0.39704091573307354,0.06715781782756941,0.09680147532368445,0
19590,2022,68.236,204,1,1,2,1,0.29627374573794446,0.18813930832927422,0.13200194836824158,0.698307355090112,0.018996590355577204,0.02959084266926449,0.09515483820607483,0
31690,2024,47.0,196,2,2,1,0,0.29627374573794446,0.09005114466634194,0.13200194836824158,0.698307355090112,0.282513395031661,0.03044325377496347,0.08876294589587094,0
20390,2020,117.439,150,4,1,2,1,0.19715051144666343,0.052788602045786656,0.13200194836824158,0.698307355090112,0.30144909887968824,0.06039941548952752,0.08230077456494338,0
15490,2024,18.681,130,2,0,0,0,0.29627374573794446,0.050414028251339504,0.049074525085241114,0.698307355090112,0.39704091573307354,0.06715781782756941,0.09976530214981114,0
14190,2019,132.606,150,1,1,2,2,0.29627374573794446,0.052788602045786656,0.13200194836824158,0.698307355090112,0.30144909887968824,0.06039941548952752,0.08952395358786328,0
15690,2021,47.492,140,3,1,2,1,0.5065757428153921,0.11002191914271797,0.17748416950803703,0.698307355090112,0.282513395031661,0.05674622503653191,0.0845881713921239,0
21290,2023,25.351,162,2,0,2,2,0.5065757428153921,0.15112031173891866,0.023380418899171942,0.698307355090112,0.282513395031661,0.009193862640038967,0.0886241819562752,0
19590,2023,29.276,130,2,2,1,1,0.5065757428153921,0.18813930832927422,0.12871407696054554,0.698307355090112,0.282513395031661,0.03038236726741354,0.09011649075891119,0
14590,2024,17.781,100,3,1,2,1,0.5065757428153921,0.052788602045786656,0.17748416950803703,0.698307355090112,0.39704091573307354,0.1620798830979055,0.10816016266353812,0
10190,2017,129.598,130,3,1,2,0,0.5065757428153921,0.15112031173891866,0.16762055528494885,0.698307355090112,0.39704091573307354,0.1620798830979055,0.09052533826221879,0
10290,2018,115.834,95,4,1,2,0,0.19715051144666343,0.15112031173891866,0.13200194836824158,0.698307355090112,0.39704091573307354,0.053153921091086215,0.0834739721366998,0
21490,2020,145.948,150,0,1,0,0,0.29627374573794446,0.15112031173891866,0.017169995129079397,0.698307355090112,0.30144909887968824,0.06039941548952752,0.09492092754479707,0
13990,2019,14.961,150,2,2,2,1,0.19715051144666343,0.10466390647832441,0.009376522162688748,0.698307355090112,0.018996590355577204,0.0495007306380906,0.15296387538293815,0
18590,2023,38.942,130,2,1,0,0,0.29627374573794446,0.15112031173891866,0.05528494885533366,0.698307355090112,0.282513395031661,0.03038236726741354,0.09595707662367839,0
13390,2020,98.361,115,4,1,2,0,0.19715051144666343,0.10466390647832441,0.017169995129079397,0.698307355090112,0.30144909887968824,0.05674622503653191,0.08974586535689381,0
16990,2022,70.794,125,3,0,2,2,0.29627374573794446,0.15112031173891866,0.13200194836824158,0.698307355090112,0.39704091573307354,0.04298587433024842,0.08316251356013005,0
9690,2020,132.576,102,0,2,0,1,0.19715051144666343,0.11002191914271797,0.16762055528494885,0.698307355090112,0.30144909887968824,0.06715781782756941,0.08260027607202243,0
14290,2018,121.027,224,1,0,0,1,0.29627374573794446,0.10326351680467609,0.17748416950803703,0.20920603994154896,0.282513395031661,0.05029225523623965,0.11152501331603673,0
17290,2024,24.83,130,2,0,2,2,0.29627374573794446,0.052788602045786656,0.12871407696054554,0.698307355090112,0.39704091573307354,0.1620798830979055,0.10661637008313707,0
12390,2024,19.778,100,2,1,2,0,0.5065757428153921,0.09005114466634194,0.13200194836824158,0.20920603994154896,0.39704091573307354,0.06715781782756941,0.10190081252804548,0
21790,2021,53.207,130,4,1,0,1,0.5065757428153921,0.052788602045786656,0.17748416950803703,0.20920603994154896,0.30144909887968824,0.1620798830979055,0.09351555973199396,0
17890,2020,84.217,130,1,0,2,1,0.19715051144666343,0.18813930832927422,0.12871407696054554,0.20920603994154896,0.30144909887968824,0.1620798830979055,0.09178540987099894,0
22490,2023,35.549,116,4,1,1,1,0.29627374573794446,0.050414028251339504,0.049074525085241114,0.698307355090112,0.282513395031661,0.03044325377496347,0.09833873516723561,0
16390,2024,15.557,130,1,1,1,1,0.29627374573794446,0.10326351680467609,0.04736970287384316,0.09248660496833902,0.39704091573307354,0.08865075499269362,0.10183481460253259,0
25490,2022,110.71,150,0,1,2,1,0.5065757428153921,0.05211885046273746,0.12871407696054554,0.698307355090112,0.30144909887968824,0.03044325377496347,0.08013443769686665,0
22090,2022,42.187,261,1,1,1,1,0.29627374573794446,0.18813930832927422,0.16762055528494885,0.698307355090112,0.282513395031661,0.008280565026790063,0.08341183844119252,0
27290,2024,17.774,150,2,1,2,0,0.5065757428153921,0.10326351680467609,0.13200194836824158,0.698307355090112,0.282513395031661,0.032696054554310766,0.10557368430987508,0
22590,2021,43.165,150,2,1,2,1,0.29627374573794446,0.18813930832927422,0.13200194836824158,0.698307355090112,0.39704091573307354,0.03044325377496347,0.08640844505666462,0
15990,2024,26.316,100,1,2,2,1,0.5065757428153921,0.050414028251339504,0.029347296639064782,0.20920603994154896,0.39704091573307354,0.1620798830979055,0.08840778379518262,0
15990,2020,148.852,131,0,1,1,1,0.29627374573794446,0.09005114466634194,0.023380418899171942,0.698307355090112,0.30144909887968824,0.1620798830979055,0.09412768415612582,0
14190,2020,105.773,130,3,0,2,0,0.29627374573794446,0.18813930832927422,0.16762055528494885,0.698307355090112,0.39704091573307354,0.053153921091086215,0.08321257975096039,0
20290,2020,124.841,150,3,2,1,2,0.5065757428153921,0.10466390647832441,0.17748416950803703,0.698307355090112,0.30144909887968824,0.05029225523623965,0.07967383132513259,0
26690,2022,115.702,150,3,2,2,1,0.29627374573794446,0.10466390647832441,0.05010959571358987,0.698307355090112,0.30144909887968824,0.03044325377496347,0.0800482123857527,0
9490,2020,18.927,69,3,1,2,0,0.29627374573794446,0.09005114466634194,0.17748416950803703,0.698307355090112,0.39704091573307354,0.04596931320019484,0.09732095218495615,0
19990,2021,75.427,130,2,1,2,1,0.5065757428153921,0.18813930832927422,0.05528494885533366,0.698307355090112,0.30144909887968824,0.1620798830979055,0.09074397839634998,0
18190,2024,21.846,130,2,2,2,1,0.5065757428153921,0.18813930832927422,0.05528494885533366,0.20920603994154896,0.39704091573307354,0.1620798830979055,0.09976996590109634,0
18590,2024,19.912,130,3,1,1,0,0.29627374573794446,0.10326351680467609,0.03452264978080857,0.698307355090112,0.30144909887968824,0.08865075499269362,0.09177952523478446,0
14290,2018,137.58,115,3,0,0,1,0.29627374573794446,0.052788602045786656,0.13200194836824158,0.698307355090112,0.30144909887968824,0.06039941548952752,0.09267906880456676,0
12090,2022,20.168,110,1,2,1,0,0.29627374573794446,0.10326351680467609,0.17748416950803703,0.698307355090112,0.39704091573307354,0.08865075499269362,0.09496237290201513,0
17690,2024,10.678,116,4,0,2,0,0.5065757428153921,0.10466390647832441,0.049074525085241114,0.698307355090112,0.39704091573307354,0.053153921091086215,0.10439637631680772,0
20890,2023,32.172,100,4,0,1,1,0.29627374573794446,0.052788602045786656,0.009376522162688748,0.698307355090112,0.30144909887968824,0.1620798830979055,0.08179616308719902,0
18890,2021,70.944,141,2,0,1,1,0.19715051144666343,0.09005114466634194,0.17748416950803703,0.20920603994154896,0.282513395031661,0.02959084266926449,0.08657884773133373,0
20890,2024,14.53,130,3,1,2,2,0.5065757428153921,0.052788602045786656,0.03001704822211398,0.20920603994154896,0.30144909887968824,0.03044325377496347,0.08924881141239548,0
14190,2019,132.606,150,1,2,2,1,0.29627374573794446,0.15112031173891866,0.017169995129079397,0.698307355090112,0.30144909887968824,0.06039941548952752,0.0922008317670475,0
6890,2015,55.744,69,5,0,1,0,0.5065757428153921,0.11002191914271797,0.12871407696054554,0.20920603994154896,0.39704091573307354,0.04298587433024842,0.12136732046037799,0
19390,2023,34.593,130,3,1,2,0,0.19715051144666343,0.10326351680467609,0.05528494885533366,0.698307355090112,0.30144909887968824,0.1620798830979055,0.09898018561410868,0
24290,2020,82.902,184,3,2,2,0,0.5065757428153921,0.052788602045786656,0.05010959571358987,0.698307355090112,0.39704091573307354,0.05029225523623965,0.0885132988033407,0
9790,2018,83.743,90,4,2,2,1,0.5065757428153921,0.18813930832927422,0.05528494885533366,0.20920603994154896,0.30144909887968824,0.0495007306380906,0.08022062033836039,0
18590,2021,129.453,180,0,0,0,0,0.5065757428153921,0.05211885046273746,0.026668290306867997,0.698307355090112,0.282513395031661,0.03044325377496347,0.09691862898035557,0
14090,2021,110.652,110,0,1,2,1,0.5065757428153921,0.15112031173891866,0.13200194836824158,0.698307355090112,0.30144909887968824,0.1620798830979055,0.09595866042042944,0
15990,2020,124.625,116,2,1,1,0,0.5065757428153921,0.18813930832927422,0.12871407696054554,0.698307355090112,0.282513395031661,0.032696054554310766,0.08271241002445631,0
17890,2024,23.822,130,2,1,2,1,0.5065757428153921,0.18813930832927422,0.16762055528494885,0.698307355090112,0.39704091573307354,0.1620798830979055,0.10085417003866777,0
18990,2019,57.484,116,2,1,0,1,0.29627374573794446,0.04688261081344374,0.16762055528494885,0.698307355090112,0.39704091573307354,0.03044325377496347,0.09250263158065075,0
33890,2020,80.058,163,2,1,0,1,0.5065757428153921,0.10466390647832441,0.17748416950803703,0.698307355090112,0.30144909887968824,0.029103750608865074,0.08529582093282795,0
18990,2018,92.29,122,2,1,0,1,0.5065757428153921,0.10326351680467609,0.17748416950803703,0.698307355090112,0.282513395031661,0.03044325377496347,0.09224453197488425,0
11490,2024,19.769,70,5,2,1,0,0.29627374573794446,0.15112031173891866,0.17748416950803703,0.20920603994154896,0.282513395031661,0.04596931320019484,0.07850720088106236,0
32690,2023,16.061,136,1,2,2,0,0.5065757428153921,0.15112031173891866,0.17748416950803703,0.09248660496833902,0.39704091573307354,0.029103750608865074,0.09141987512303965,0
11590,2024,17.17,83,1,0,2,1,0.5065757428153921,0.04688261081344374,0.16762055528494885,0.698307355090112,0.39704091573307354,0.08865075499269362,0.10587173995794638,0
20490,2022,28.911,95,2,1,2,1,0.29627374573794446,0.18813930832927422,0.04736970287384316,0.698307355090112,0.39704091573307354,0.03044325377496347,0.09291368814621373,0
31390,2020,106.988,150,0,2,1,1,0.5065757428153921,0.09005114466634194,0.03001704822211398,0.698307355090112,0.282513395031661,0.03044325377496347,0.08960616272819417,0
15690,2021,154.936,122,2,1,2,1,0.5065757428153921,0.18813930832927422,0.13200194836824158,0.698307355090112,0.30144909887968824,0.06039941548952752,0.08380383032757897,0
8790,2017,94.834,90,2,2,0,0,0.5065757428153921,0.052788602045786656,0.16762055528494885,0.20920603994154896,0.39704091573307354,0.06715781782756941,0.0945789193755219,0
11790,2024,18.556,83,4,1,2,2,0.29627374573794446,0.18813930832927422,0.16762055528494885,0.698307355090112,0.39704091573307354,0.08865075499269362,0.09151351396368299,0
26190,2022,59.011,150,2,1,2,1,0.5065757428153921,0.18813930832927422,0.05528494885533366,0.698307355090112,0.30144909887968824,0.016195811008280565,0.0867178924968687,0
23890,2023,9.944,190,2,2,2,0,0.5065757428153921,0.15112031173891866,0.12871407696054554,0.698307355090112,0.282513395031661,0.0495007306380906,0.08363314754029576,0
21390,2022,79.94,261,3,2,2,0,0.29627374573794446,0.15112031173891866,0.049074525085241114,0.698307355090112,0.282513395031661,0.008280565026790063,0.08559049104112204,0
29490,2022,110.306,190,2,2,2,1,0.5065757428153921,0.10466390647832441,0.17748416950803703,0.698307355090112,0.282513395031661,0.05029225523623965,0.07945067321556529,0
15390,2020,115.764,130,4,1,2,2,0.5065757428153921,0.09005114466634194,0.011264003896736484,0.20920603994154896,0.30144909887968824,0.1620798830979055,0.10109813730632644,0
13590,2024,19.093,100,0,1,2,0,0.19715051144666343,0.05211885046273746,0.04736970287384316,0.698307355090112,0.39704091573307354,0.08865075499269362,0.09986737740146075,0
22690,2024,32.192,136,2,1,2,2,0.29627374573794446,0.050414028251339504,0.04736970287384316,0.698307355090112,0.282513395031661,0.1620798830979055,0.10040759368214398,0
15290,2022,72.045,111,5,0,2,1,0.5065757428153921,0.18813930832927422,0.05010959571358987,0.698307355090112,0.39704091573307354,0.009193862640038967,0.08875223865358592,0
10490,2018,152.933,100,1,2,0,0,0.5065757428153921,0.09005114466634194,0.12871407696054554,0.698307355090112,0.30144909887968824,0.08865075499269362,0.13484667985095164,0
29490,2022,110.306,190,4,0,0,1,0.19715051144666343,0.18813930832927422,0.16762055528494885,0.20920603994154896,0.282513395031661,0.05029225523623965,0.08670657620946215,0
10490,2022,64.519,70,1,2,2,0,0.5065757428153921,0.10326351680467609,0.13200194836824158,0.09248660496833902,0.282513395031661,0.04596931320019484,0.08439318801112732,0
19990,2021,105.232,220,1,1,0,1,0.29627374573794446,0.10326351680467609,0.17748416950803703,0.698307355090112,0.282513395031661,0.006575742815392109,0.13623095192796564,0
19990,2023,49.204,162,3,2,2,1,0.29627374573794446,0.18813930832927422,0.13200194836824158,0.698307355090112,0.282513395031661,0.009193862640038967,0.08971001511987078,0
14190,2019,82.273,136,4,2,2,2,0.5065757428153921,0.05211885046273746,0.16762055528494885,0.698307355090112,0.39704091573307354,0.06715781782756941,0.09098583700380326,0
23290,2022,52.635,225,2,2,2,0,0.5065757428153921,0.09005114466634194,0.17748416950803703,0.698307355090112,0.282513395031661,0.04298587433024842,0.09170060524189005,0
11690,2020,79.845,95,4,0,1,2,0.29627374573794446,0.10466390647832441,0.049074525085241114,0.698307355090112,0.39704091573307354,0.053153921091086215,0.09263263584783642,0
18190,2020,91.381,225,1,1,1,0,0.5065757428153921,0.10466390647832441,0.13200194836824158,0.698307355090112,0.282513395031661,0.08865075499269362,0.09056437698086192,0
19990,2024,14.649,130,3,0,2,1,0.19715051144666343,0.09005114466634194,0.023380418899171942,0.698307355090112,0.39704091573307354,0.06715781782756941,0.09993620159337602,0
30490,2021,60.126,360,2,2,2,2,0.5065757428153921,0.15112031173891866,0.05010959571358987,0.698307355090112,0.282513395031661,0.1620798830979055,0.11385597393996391,0
19590,2020,115.073,150,2,2,0,1,0.5065757428153921,0.15112031173891866,0.03452264978080857,0.698307355090112,0.30144909887968824,0.05029225523623965,0.09114155881797528,0
22690,2022,39.043,225,3,0,2,2,0.5065757428153921,0.15112031173891866,0.05528494885533366,0.20920603994154896,0.282513395031661,0.04298587433024842,0.09237702660591463,0
17890,2019,114.033,120,3,1,2,1,0.5065757428153921,0.18813930832927422,0.13200194836824158,0.698307355090112,0.30144909887968824,0.04596931320019484,0.07787348956967659,0
48990,2020,134.521,265,2,1,2,1,0.5065757428153921,0.18813930832927422,0.17748416950803703,0.698307355090112,0.30144909887968824,0.05029225523623965,0.0865901927423803,0
10890,2024,20.161,70,2,1,2,2,0.29627374573794446,0.09005114466634194,0.16762055528494885,0.698307355090112,0.282513395031661,0.04596931320019484,0.10969785888496028,0
19990,2021,105.232,220,5,1,1,0,0.5065757428153921,0.11002191914271797,0.16762055528494885,0.20920603994154896,0.282513395031661,0.006575742815392109,0.0838764915519508,0
21790,2020,65.397,150,2,1,1,0,0.5065757428153921,0.18813930832927422,0.17748416950803703,0.698307355090112,0.282513395031661,0.06039941548952752,0.08432180697922495,0
17090,2022,43.95,114,4,2,1,1,0.5065757428153921,0.18813930832927422,0.04736970287384316,0.698307355090112,0.39704091573307354,0.0495007306380906,0.0891863691845496,0
15490,2023,10.956,110,4,2,2,1,0.5065757428153921,0.18813930832927422,0.17748416950803703,0.698307355090112,0.39704091573307354,0.053153921091086215,0.11278684940173082,0
18190,2024,23.635,130,4,1,1,0,0.29627374573794446,0.15112031173891866,0.011264003896736484,0.09248660496833902,0.30144909887968824,0.08865075499269362,0.0929405517233985,0
26390,2021,105.695,190,0,1,2,2,0.19715051144666343,0.10466390647832441,0.010594252313687286,0.698307355090112,0.282513395031661,0.05029225523623965,0.08499439533409754,0
21790,2022,28.137,158,4,0,2,2,0.5065757428153921,0.15112031173891866,0.04736970287384316,0.09248660496833902,0.282513395031661,0.0495007306380906,0.10140433420752137,0
9490,2019,96.758,100,1,1,2,1,0.5065757428153921,0.15112031173891866,0.17748416950803703,0.698307355090112,0.39704091573307354,0.01747442766682903,0.08609462205475796,0
18490,2020,91.351,150,2,2,2,1,0.29627374573794446,0.052788602045786656,0.017169995129079397,0.698307355090112,0.30144909887968824,0.05029225523623965,0.08711550836766115,0
8890,2018,141.564,100,3,2,0,0,0.19715051144666343,0.11002191914271797,0.17748416950803703,0.698307355090112,0.39704091573307354,0.0495007306380906,0.0913743971961086,0
10890,2019,120.633,95,2,2,2,1,0.19715051144666343,0.15112031173891866,0.17748416950803703,0.698307355090112,0.30144909887968824,0.04596931320019484,0.08080201984925678,0
24090,2023,18.186,190,1,1,2,0,0.29627374573794446,0.11002191914271797,0.03001704822211398,0.698307355090112,0.39704091573307354,0.01053336580613736,0.10234333962080899,0
18190,2024,35.972,100,2,1,2,1,0.29627374573794446,0.050535801266439355,0.029347296639064782,0.20920603994154896,0.282513395031661,0.02959084266926449,0.10007208286335638,0
19390,2021,39.63,150,1,1,1,1,0.29627374573794446,0.15112031173891866,0.12871407696054554,0.698307355090112,0.39704091573307354,0.053153921091086215,0.0834506447437892,0
10190,2017,129.598,130,1,0,1,2,0.5065757428153921,0.18813930832927422,0.049074525085241114,0.698307355090112,0.39704091573307354,0.1620798830979055,0.10335422623338979,0
14590,2023,20.453,110,1,0,1,2,0.29627374573794446,0.10466390647832441,0.16762055528494885,0.698307355090112,0.39704091573307354,0.053153921091086215,0.08788708327489324,0
19590,2022,105.811,145,2,0,0,1,0.29627374573794446,0.18813930832927422,0.023380418899171942,0.20920603994154896,0.282513395031661,0.05674622503653191,0.08968038299731627,0
24990,2022,33.967,150,4,2,1,1,0.29627374573794446,0.05211885046273746,0.12871407696054554,0.698307355090112,0.30144909887968824,0.016743789576229906,0.08806366952157382,0
31890,2021,48.978,220,1,2,1,1,0.29627374573794446,0.05211885046273746,0.16762055528494885,0.698307355090112,0.282513395031661,0.05029225523623965,0.09508056440444346,0
17590,2021,83.77,150,3,1,2,1,0.19715051144666343,0.11002191914271797,0.03001704822211398,0.20920603994154896,0.39704091573307354,0.032696054554310766,0.08851674019605991,0
25890,2024,28.073,136,2,2,0,0,0.5065757428153921,0.10466390647832441,0.029347296639064782,0.698307355090112,0.282513395031661,0.1620798830979055,0.09256610477393755,0
19590,2024,16.594,130,3,2,1,2,0.5065757428153921,0.05211885046273746,0.04736970287384316,0.698307355090112,0.39704091573307354,0.1620798830979055,0.09847286322282102,0
8490,2020,41.592,69,1,0,1,0,0.19715051144666343,0.09005114466634194,0.16762055528494885,0.09248660496833902,0.39704091573307354,0.04596931320019484,0.08722979709190144,0
24590,2022,9.512,240,4,1,2,1,0.29627374573794446,0.11002191914271797,0.03452264978080857,0.698307355090112,0.282513395031661,0.03038236726741354,0.1004495671911313,0
22690,2020,101.992,185,0,1,1,1,0.29627374573794446,0.09005114466634194,0.023380418899171942,0.698307355090112,0.282513395031661,0.032696054554310766,0.09313443558827414,0
15190,2019,63.337,150,2,1,0,0,0.5065757428153921,0.09005114466634194,0.011264003896736484,0.698307355090112,0.39704091573307354,0.016743789576229906,0.0955926863483927,0
12690,2022,54.478,100,2,2,2,1,0.29627374573794446,0.18813930832927422,0.16762055528494885,0.698307355090112,0.39704091573307354,0.04298587433024842,0.08588591436608391,0
8590,2019,147.291,100,0,2,1,0,0.5065757428153921,0.050414028251339504,0.13200194836824158,0.20920603994154896,0.39704091573307354,0.01747442766682903,0.09252736148709767,0
9590,2022,104.631,100,5,1,2,1,0.5065757428153921,0.050535801266439355,0.17748416950803703,0.20920603994154896,0.30144909887968824,0.08865075499269362,0.08691732177260106,0
18590,2021,129.453,180,1,1,2,0,0.5065757428153921,0.18813930832927422,0.17748416950803703,0.20920603994154896,0.282513395031661,0.03044325377496347,0.08430475639459602,0
20890,2022,90.236,150,3,1,2,2,0.5065757428153921,0.09005114466634194,0.026668290306867997,0.698307355090112,0.39704091573307354,0.01053336580613736,0.07996638136510664,0
12990,2021,28.099,100,2,1,1,2,0.5065757428153921,0.10326351680467609,0.12871407696054554,0.698307355090112,0.39704091573307354,0.04596931320019484,0.08541468038124883,0
11490,2019,69.878,110,3,1,2,1,0.5065757428153921,0.11002191914271797,0.17748416950803703,0.698307355090112,0.39704091573307354,0.1620798830979055,0.09072420041568242,0
19590,2023,55.377,150,0,0,1,1,0.5065757428153921,0.18813930832927422,0.16762055528494885,0.698307355090112,0.39704091573307354,0.032696054554310766,0.08755494353251936,0
10890,2019,26.953,90,5,0,1,2,0.5065757428153921,0.050414028251339504,0.16762055528494885,0.698307355090112,0.018996590355577204,0.05674622503653191,0.14818406974107573,0
17090,2022,43.95,114,3,2,2,2,0.5065757428153921,0.10326351680467609,0.049074525085241114,0.698307355090112,0.39704091573307354,0.0495007306380906,0.08342779486057235,0
16790,2021,93.55,150,4,1,2,2,0.19715051144666343,0.04688261081344374,0.16762055528494885,0.698307355090112,0.39704091573307354,0.016743789576229906,0.07352787949301484,0
12690,2021,78.8,100,3,1,2,2,0.19715051144666343,0.18813930832927422,0.13200194836824158,0.698307355090112,0.282513395031661,0.02959084266926449,0.08148302182814889,0
12290,2020,35.608,75,2,0,1,1,0.19715051144666343,0.11002191914271797,0.13200194836824158,0.20920603994154896,0.30144909887968824,0.04298587433024842,0.08609767753888314,0
15490,2020,100.681,130,1,0,2,1,0.5065757428153921,0.050414028251339504,0.12871407696054554,0.698307355090112,0.30144909887968824,0.1620798830979055,0.09573076411276692,0
15890,2024,36.03,100,3,1,2,0,0.19715051144666343,0.15112031173891866,0.16762055528494885,0.698307355090112,0.39704091573307354,0.1620798830979055,0.09606626984989937,0
26390,2024,15.295,130,5,1,1,2,0.29627374573794446,0.050535801266439355,0.13200194836824158,0.20920603994154896,0.30144909887968824,0.1620798830979055,0.10208274696643127,0
12990,2021,28.099,100,2,0,2,0,0.19715051144666343,0.10466390647832441,0.049074525085241114,0.09248660496833902,0.39704091573307354,0.04596931320019484,0.0935085102116606,0
23690,2020,98.766,190,1,1,2,0,0.5065757428153921,0.10326351680467609,0.05528494885533366,0.20920603994154896,0.282513395031661,0.05029225523623965,0.08812672136391662,0
17290,2024,27.954,100,4,1,2,1,0.19715051144666343,0.11002191914271797,0.13200194836824158,0.698307355090112,0.30144909887968824,0.1620798830979055,0.105058920240833,0
12290,2020,51.012,125,2,1,2,1,0.5065757428153921,0.04688261081344374,0.049074525085241114,0.20920603994154896,0.39704091573307354,0.04298587433024842,0.09729736423217951,0
10090,2017,87.687,130,3,1,2,0,0.5065757428153921,0.15112031173891866,0.16762055528494885,0.698307355090112,0.39704091573307354,0.1620798830979055,0.08929472196688812,0
30690,2021,80.988,197,2,1,1,1,0.5065757428153921,0.11002191914271797,0.026668290306867997,0.698307355090112,0.282513395031661,0.01309059912323429,0.09425499651268296,0
14590,2019,87.359,115,2,1,2,0,0.29627374573794446,0.09005114466634194,0.05528494885533366,0.09248660496833902,0.30144909887968824,0.016743789576229906,0.08294185357631305,0
15890,2020,123.938,115,1,2,1,1,0.29627374573794446,0.10326351680467609,0.16762055528494885,0.698307355090112,0.30144909887968824,0.06039941548952752,0.08386691412790814,0
22490,2024,9.775,130,1,1,2,2,0.5065757428153921,0.15112031173891866,0.16762055528494885,0.09248660496833902,0.39704091573307354,0.1620798830979055,0.11336859497439553,0
22890,2024,29.503,136,1,1,1,1,0.19715051144666343,0.04688261081344374,0.023380418899171942,0.698307355090112,0.282513395031661,0.1620798830979055,0.09368404559565144,0
12290,2021,106.197,95,2,1,2,1,0.5065757428153921,0.15112031173891866,0.05528494885533366,0.698307355090112,0.30144909887968824,0.029103750608865074,0.08421271080025818,0
17390,2019,124.315,150,2,0,2,1,0.5065757428153921,0.10466390647832441,0.03452264978080857,0.698307355090112,0.30144909887968824,0.0022528007793472964,0.0849948550651736,0
21390,2020,86.325,136,1,0,2,0,0.29627374573794446,0.050535801266439355,0.17748416950803703,0.20920603994154896,0.282513395031661,0.03044325377496347,0.08511390649461659,0
22190,2023,25.026,140,4,1,2,1,0.5065757428153921,0.11002191914271797,0.13200194836824158,0.698307355090112,0.282513395031661,0.0495007306380906,0.09037878104922445,0
12390,2024,14.807,83,3,1,2,2,0.5065757428153921,0.18813930832927422,0.13200194836824158,0.698307355090112,0.39704091573307354,0.08865075499269362,0.0980540669045938,0
48090,2021,45.562,250,3,2,0,0,0.29627374573794446,0.10326351680467609,0.13200194836824158,0.20920603994154896,0.39704091573307354,0.010776911836337067,0.09310101709308329,0
13890,2024,10.127,110,3,0,0,1,0.5065757428153921,0.09005114466634194,0.13200194836824158,0.09248660496833902,0.39704091573307354,0.08865075499269362,0.11433208861541613,0
21790,2024,22.766,130,2,0,2,1,0.19715051144666343,0.18813930832927422,0.12871407696054554,0.698307355090112,0.39704091573307354,0.1620798830979055,0.10110579814531291,0
27190,2024,21.851,136,2,1,2,2,0.5065757428153921,0.10326351680467609,0.05010959571358987,0.698307355090112,0.282513395031661,0.1620798830979055,0.11489555415229513,0
16390,2021,26.418,100,3,2,2,1,0.5065757428153921,0.10326351680467609,0.12871407696054554,0.698307355090112,0.30144909887968824,0.1620798830979055,0.0960308154427256,0
13790,2022,71.655,120,2,1,1,0,0.5065757428153921,0.18813930832927422,0.049074525085241114,0.698307355090112,0.39704091573307354,0.02959084266926449,0.09172316959437538,0
12990,2023,36.973,110,0,1,1,2,0.5065757428153921,0.050414028251339504,0.16762055528494885,0.20920603994154896,0.30144909887968824,0.08865075499269362,0.09198370668411829,0
