Maker,Version,Price,URL Producto,URL Imagen,Year,Kms,Potencia,Caja_velocidades,presupuesto,tipo_combustible.1,Puertas,Plazas,Marca
Citroen C3,Origin 1.2 PureTech S&S Plus 83,11990,https://www.clicars.com/coches-nuevos-km0/comprar-citroen-c3-c3-origin-1-2-puretech-s-and-s-plus-83-83-compacto-manual-2024-101702,https://storage.googleapis.com/clicars-storage-prod-public/photos/84/58/14/49a643e274969ecac9df7938e2c8904d-23058728-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2024,7.400km,83CV,Manual,"10,000-15,000",Gasolina,4,5,Citroen
Citroen C3,Origin 1.2 PureTech S&S Plus 83,12090,https://www.clicars.com/coches-nuevos-km0/comprar-citroen-c3-c3-origin-1-2-puretech-s-and-s-plus-83-83-compacto-manual-2024-101501,https://storage.googleapis.com/clicars-storage-prod-public/photos/38/52/14/50d8975289fc9d2dae5110aa7de2cd98-22803647-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2024,8.540km,83CV,Manual,"10,000-15,000",Gasolina,4,5,Citroen
Citroen C3,Origin 1.5BlueHDi S&S Plus 100,12490,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-citroen-c3-c3-origin-1-5bluehdi-s-and-s-plus-100-100-compacto-manual-2024-103276,https://storage.googleapis.com/clicars-storage-prod-public/photos/59/63/14/3f4148ab17c1035cdd84892f0770e0e3-23251990-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2024,18.679km,100CV,Manual,"10,000-15,000",Diesel,4,5,Citroen
Citroen C3,Origin 1.5BlueHDi S&S Plus 100,12890,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-citroen-c3-c3-origin-1-5bluehdi-s-and-s-plus-100-100-compacto-manual-2024-103267,https://storage.googleapis.com/clicars-storage-prod-public/photos/38/63/14/e7e7b3be9305144183ae5193f1867f8c-23241914-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2024,15.854km,100CV,Manual,"10,000-15,000",Diesel,4,5,Citroen
Citroen C3,Origin 1.5BlueHDi S&S Plus 100,12990,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-citroen-c3-c3-origin-1-5bluehdi-s-and-s-plus-100-100-compacto-manual-2024-103809,https://storage.googleapis.com/clicars-storage-prod-public/photos/58/67/14/e8063f8b4cb46efb46056356ae9f32b9-23398240-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2024,15.633km,100CV,Manual,"10,000-15,000",Diesel,4,5,Citroen
Citroen C3,Origin 1.5BlueHDi S&S Plus 100,13190,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-citroen-c3-c3-origin-1-5bluehdi-s-and-s-plus-100-100-compacto-manual-2024-103282,https://storage.googleapis.com/clicars-storage-prod-public/photos/14/64/14/429b2d593f23b1ed63b30edabdb9e37b-23261773-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2024,11.388km,100CV,Manual,"10,000-15,000",Diesel,4,5,Citroen
Citroen C3,Origin 1.5BlueHDi S&S Plus 100,13190,https://www.clicars.com/coches-nuevos-km0/comprar-citroen-c3-c3-origin-1-5bluehdi-s-and-s-plus-100-100-compacto-manual-2024-103827,https://storage.googleapis.com/clicars-storage-prod-public/photos/29/67/14/141f93d6a2f920a32f8ef3e5a809a4cd-23381735-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2024,9.423km,100CV,Manual,"10,000-15,000",Diesel,4,5,Citroen
Citroen C3 Aircross,BlueHDi S&S Feel 110,11790,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-citroen-c3-aircross-c3-aircross-bluehdi-s-and-s-feel-110-110-suv-y-4x4-manual-2021-101780,https://storage.googleapis.com/clicars-storage-prod-public/photos/73/61/14/f9d079d0acf71dc55d3f3969f35566f7-23173777-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2021,109.334km,110CV,Manual,"10,000-15,000",Diesel,4,5,Citroen
Citroen C3 Aircross,BlueHDi S&S Feel Pack 110,11790,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-citroen-c3-aircross-c3-aircross-bluehdi-s-and-s-feel-pack-110-110-suv-y-4x4-manual-2021-101772,https://storage.googleapis.com/clicars-storage-prod-public/photos/18/64/14/accc950817b884dad3a72c85f527d111-23265603-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2021,105.268km,110CV,Manual,"10,000-15,000",Diesel,4,5,Citroen
Citroen C3 Aircross,BlueHDi S&S You 110,13790,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-citroen-c3-aircross-c3-aircross-bluehdi-s-and-s-you-110-110-suv-y-4x4-manual-2024-102574,https://storage.googleapis.com/clicars-storage-prod-public/photos/89/58/14/4e268856aaa10f5a5c9b54bbdf3c17af-23059185-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2024,34.474km,110CV,Manual,"10,000-15,000",Diesel,4,5,Citroen
Citroen C3 Aircross,BlueHDi S&S You 110,14290,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-citroen-c3-aircross-c3-aircross-bluehdi-s-and-s-you-110-110-suv-y-4x4-manual-2024-102572,https://storage.googleapis.com/clicars-storage-prod-public/photos/67/60/14/ac36f0a5b8ce09480c60d13fa4fe8f70-23142570-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2024,17.894km,110CV,Manual,"10,000-15,000",Diesel,4,5,Citroen
Citroen C3 Aircross,BlueHDi S&S You 110,14290,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-citroen-c3-aircross-c3-aircross-bluehdi-s-and-s-you-110-110-suv-y-4x4-manual-2024-102575,https://storage.googleapis.com/clicars-storage-prod-public/photos/09/58/14/0805064a29abd65403f2986f9b106b6e-23028698-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2024,27.101km,110CV,Manual,"10,000-15,000",Diesel,4,5,Citroen
Citroen C3 Aircross,BlueHDi S&S You 110,14690,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-citroen-c3-aircross-c3-aircross-bluehdi-s-and-s-you-110-110-suv-y-4x4-manual-2024-102565,https://storage.googleapis.com/clicars-storage-prod-public/photos/33/60/14/49fa7c999d1643727adaf5a0491b2012-23117393-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2024,13.835km,110CV,Manual,"10,000-15,000",Diesel,4,5,Citroen
Citroen C3 Aircross,BlueHDi S&S You 110,14690,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-citroen-c3-aircross-c3-aircross-bluehdi-s-and-s-you-110-110-suv-y-4x4-manual-2024-102576,https://storage.googleapis.com/clicars-storage-prod-public/photos/77/60/14/ca7532dcb055d681444194dfc8515bb2-23144073-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2024,18.098km,110CV,Manual,"10,000-15,000",Diesel,4,5,Citroen
Citroen C3 Aircross,BlueHDi S&S You 110,15890,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-citroen-c3-aircross-c3-aircross-bluehdi-s-and-s-you-110-110-suv-y-4x4-manual-2024-102568,https://storage.googleapis.com/clicars-storage-prod-public/photos/55/61/14/9f2ea2f85043f3b8dc6bacac15bdf270-23186619-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2024,16.073km,110CV,Manual,"15,000-20,000",Diesel,4,5,Citroen
Citroen C3 Aircross,Puretech S&S C-Series 110,12490,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-citroen-c3-aircross-c3-aircross-puretech-s-and-s-c-series-110-110-suv-y-4x4-manual-2023-102547,https://storage.googleapis.com/clicars-storage-prod-public/photos/08/59/14/b8109d6f84eacca7f21cd3726c7d393c-23071426-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2023,46.360km,110CV,Manual,"10,000-15,000",Gasolina,4,5,Citroen
Citroen C3 Aircross,Puretech S&S C-Series 110,12690,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-citroen-c3-aircross-c3-aircross-puretech-s-and-s-c-series-110-110-suv-y-4x4-manual-2023-102588,https://storage.googleapis.com/clicars-storage-prod-public/photos/24/59/14/da7b169a83ea34f45bcd86abc68c98bb-23078184-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2023,46.867km,110CV,Manual,"10,000-15,000",Gasolina,4,5,Citroen
Citroen C3 Aircross,Puretech S&S C-Series 110,12890,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-citroen-c3-aircross-c3-aircross-puretech-s-and-s-c-series-110-110-suv-y-4x4-manual-2023-102590,https://storage.googleapis.com/clicars-storage-prod-public/photos/78/58/14/4693cdbec6c568a7392e36aec5d21fdf-23058004-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2023,38.075km,110CV,Manual,"10,000-15,000",Gasolina,4,5,Citroen
Citroen C3 Aircross,Puretech S&S C-Series 110,13190,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-citroen-c3-aircross-c3-aircross-puretech-s-and-s-c-series-110-110-suv-y-4x4-manual-2023-102592,https://storage.googleapis.com/clicars-storage-prod-public/photos/11/60/14/e15e9b2c6d3c312b0e7cbffee86af49a-23113011-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2023,40.660km,110CV,Manual,"10,000-15,000",Gasolina,4,5,Citroen
Citroen C3 Aircross,Puretech S&S Feel 110,10490,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-citroen-c3-aircross-c3-aircross-puretech-s-and-s-feel-110-110-suv-y-4x4-manual-2020-102725,https://storage.googleapis.com/clicars-storage-prod-public/photos/48/59/14/01c5939b9a925d7cb8e9ea59e38b3774-23085600-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2020,81.401km,110CV,Manual,"10,000-15,000",Gasolina,4,5,Citroen
Citroen C3 Aircross,Puretech S&S Feel 110,11190,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-citroen-c3-aircross-c3-aircross-puretech-s-and-s-feel-110-110-suv-y-4x4-manual-2019-103345,https://storage.googleapis.com/clicars-storage-prod-public/photos/58/66/14/c56047ea19d39b89a9beb370d093612f-23353852-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2020,51.604km,110CV,Manual,"10,000-15,000",Gasolina,4,5,Citroen
Citroen C3 Aircross,Puretech S&S Plus 110,13390,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-citroen-c3-aircross-c3-aircross-puretech-s-and-s-plus-110-110-suv-y-4x4-manual-2024-103273,https://storage.googleapis.com/clicars-storage-prod-public/photos/15/66/14/70dcf1869be446967f7e39a7a9312b16-23346655-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2024,17.932km,110CV,Manual,"10,000-15,000",Gasolina,4,5,Citroen
Citroen C3 Aircross,Puretech S&S Plus 110,13890,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-citroen-c3-aircross-c3-aircross-puretech-s-and-s-plus-110-110-suv-y-4x4-manual-2024-103253,https://storage.googleapis.com/clicars-storage-prod-public/photos/00/67/14/3e196e3c761b786cd9c5859426910065-23376944-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2024,16.263km,110CV,Manual,"10,000-15,000",Gasolina,4,5,Citroen
Citroen C3 Aircross,Puretech S&S Shine EAT6 110,11690,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-citroen-c3-aircross-c3-aircross-puretech-s-and-s-shine-eat6-110-110-suv-y-4x4-automatico-2018-101656,https://storage.googleapis.com/clicars-storage-prod-public/photos/22/57/14/1fdc3bd6809547170da6ff508f4127aa-22989448-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2018,114.424km,110CV,Automatico,"10,000-15,000",Gasolina,4,5,Citroen
Citroen C4,1.2 PureTech Feel Pack S&S 130,13890,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-citroen-c4-c4-1-2-puretech-feel-pack-s-and-s-130-130-compacto-manual-2022-101147,https://storage.googleapis.com/clicars-storage-prod-public/photos/33/54/14/187439dc8d6b1b40e5618406c9741fda-22873620-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2022,33.681km,130CV,Manual,"10,000-15,000",Gasolina,4,5,Citroen
Citroen C4,1.2 PureTech Feel Pack S&S 130,14090,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-citroen-c4-c4-1-2-puretech-feel-pack-s-and-s-130-130-compacto-manual-2022-101145,https://storage.googleapis.com/clicars-storage-prod-public/photos/90/53/14/869a72e4d1e87d006e7e5491a44114e1-22865571-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2022,35.577km,130CV,Manual,"10,000-15,000",Gasolina,4,5,Citroen
Citroen C4,1.2 PureTech Feel Pack S&S 130,15890,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-citroen-c4-c4-1-2-puretech-feel-pack-s-and-s-130-130-compacto-manual-2022-103190,https://storage.googleapis.com/clicars-storage-prod-public/photos/39/22/54/1f622c1fa92ae02b0ac1f3e7ea620562-23352951-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2022,20.803km,130CV,Manual,"15,000-20,000",Gasolina,4,5,Citroen
Citroen C4,1.2 PureTech Feel Pack S&S EAT8 130,15890,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-citroen-c4-c4-1-2-puretech-feel-pack-s-and-s-eat8-130-130-compacto-automatico-2023-102045,https://storage.googleapis.com/clicars-storage-prod-public/photos/32/59/14/e6bb5f8cc048a340e4fcb4690d1351d9-23081759-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2023,25.619km,130CV,Automatico,"15,000-20,000",Gasolina,4,5,Citroen
Citroen C4,1.2 PureTech Feel Pack S&S EAT8 130,16090,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-citroen-c4-c4-1-2-puretech-feel-pack-s-and-s-eat8-130-130-compacto-automatico-2023-103144,https://storage.googleapis.com/clicars-storage-prod-public/photos/79/62/14/1d8d527d646eb5195cf7dae24611128b-23219397-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2023,20.763km,130CV,Automatico,"15,000-20,000",Gasolina,4,5,Citroen
Citroen C4,1.2 PureTech Plus S&S 130,13890,https://www.clicars.com/coches-nuevos-km0/comprar-citroen-c4-c4-1-2-puretech-plus-s-and-s-130-130-compacto-manual-2024-95146,https://storage.googleapis.com/clicars-storage-prod-public/photos/16/55/14/bf38f2fc4b9a85d864cc5ab7ceb3bd61-22906883-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2023,8.878km,130CV,Manual,"10,000-15,000",Gasolina,4,5,Citroen
Citroen C4,1.2 PureTech Plus S&S 130,14890,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-citroen-c4-c4-1-2-puretech-plus-s-and-s-130-130-compacto-manual-2024-102039,https://storage.googleapis.com/clicars-storage-prod-public/photos/01/57/14/b20797f21635942a10afb6947f5b745d-22975443-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2024,16.166km,130CV,Manual,"10,000-15,000",Gasolina,4,5,Citroen
Citroen C4,1.2 PureTech Plus S&S 130,15190,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-citroen-c4-c4-1-2-puretech-plus-s-and-s-130-130-compacto-manual-2024-102034,https://storage.googleapis.com/clicars-storage-prod-public/photos/14/56/14/fc24a653ea1a98c30f590818e0566d71-22940293-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2024,11.318km,130CV,Manual,"15,000-20,000",Gasolina,4,5,Citroen
Citroen C4,1.2 PureTech Plus S&S 130,15190,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-citroen-c4-c4-1-2-puretech-plus-s-and-s-130-130-compacto-manual-2024-101574,https://storage.googleapis.com/clicars-storage-prod-public/photos/51/59/14/7ae5ca082dfba45cd26254b8ce6b09e5-23085796-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2024,13.290km,130CV,Manual,"15,000-20,000",Gasolina,4,5,Citroen
Citroen C4,1.2 PureTech Plus S&S 130,15490,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-citroen-c4-c4-1-2-puretech-plus-s-and-s-130-130-compacto-manual-2024-101530,https://storage.googleapis.com/clicars-storage-prod-public/photos/65/56/14/e3041323c197ce638e47a8b5d42563f9-22965555-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2024,10.061km,130CV,Manual,"15,000-20,000",Gasolina,4,5,Citroen
Citroen C4,1.2 PureTech Plus S&S 130,15490,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-citroen-c4-c4-1-2-puretech-plus-s-and-s-130-130-compacto-manual-2024-100991,https://storage.googleapis.com/clicars-storage-prod-public/photos/37/56/14/19d893aa7e84ad2528a8adb5d40ea4f4-22954752-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2024,11.438km,130CV,Manual,"15,000-20,000",Gasolina,4,5,Citroen
Citroen C4,1.2 PureTech Plus S&S 130,15590,https://www.clicars.com/coches-nuevos-km0/comprar-citroen-c4-c4-1-2-puretech-plus-s-and-s-130-130-compacto-manual-2024-101161,https://storage.googleapis.com/clicars-storage-prod-public/photos/63/52/14/85c818054aa3a5ebcbab075eb7cbddb5-22807061-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2024,9.018km,130CV,Manual,"15,000-20,000",Gasolina,4,5,Citroen
Citroen C4,1.2 PureTech Plus S&S 130,15990,https://www.clicars.com/coches-nuevos-km0/comprar-citroen-c4-c4-1-2-puretech-plus-s-and-s-130-130-compacto-manual-2024-95149,https://storage.googleapis.com/clicars-storage-prod-public/photos/01/64/14/601f09d5d897d00fe6351872577dcc98-23258815-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2023,8.571km,130CV,Manual,"15,000-20,000",Gasolina,4,5,Citroen
Citroen C4,1.2 PureTech Plus S&S 130,15990,https://www.clicars.com/coches-nuevos-km0/comprar-citroen-c4-c4-1-2-puretech-plus-s-and-s-130-130-compacto-manual-2024-101706,https://storage.googleapis.com/clicars-storage-prod-public/photos/53/58/14/d047da9ffa45d3a38f31ce9960f046f8-23051654-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2024,8.763km,130CV,Manual,"15,000-20,000",Gasolina,4,5,Citroen
Citroen C4,1.2 PureTech Plus S&S 130,16390,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-citroen-c4-c4-1-2-puretech-plus-s-and-s-130-130-compacto-manual-2024-101698,https://storage.googleapis.com/clicars-storage-prod-public/photos/07/59/14/196b6db2e84189f278acb6f44d08096a-23065552-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2024,10.682km,130CV,Manual,"15,000-20,000",Gasolina,4,5,Citroen
Citroen C4,1.2 PureTech Plus S&S 130 Aut.,15890,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-citroen-c4-c4-1-2-puretech-plus-s-and-s-130-aut-130-compacto-manual-2024-102040,https://storage.googleapis.com/clicars-storage-prod-public/photos/91/55/14/44968b05008ad22796f992daef73db5f-22935253-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2024,15.130km,130CV,Manual,"15,000-20,000",Gasolina,4,5,Citroen
Citroen C4,1.2 PureTech Plus S&S EAT8 130,17290,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-citroen-c4-c4-1-2-puretech-plus-s-and-s-eat8-130-130-compacto-automatico-2024-102046,https://storage.googleapis.com/clicars-storage-prod-public/photos/02/54/14/6c1bc89af8bdcff379a96c762b0486cd-22868952-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2024,11.249km,130CV,Automatico,"15,000-20,000",Gasolina,4,5,Citroen
Citroen C4,1.2 PureTech S&S Feel Edition 130,8990,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-citroen-c4-c4-1-2-puretech-s-and-s-feel-edition-130-130-compacto-manual-2016-102934,https://storage.googleapis.com/clicars-storage-prod-public/photos/95/66/14/1a4dc585e03bceb9ad5275d47ef82db3-23375939-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2016,91.570km,130CV,Manual,"5,000-10,000",Gasolina,4,5,Citroen
Citroen C4,1.5 BlueHDI S&S Feel Pack EAT8 130,13590,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-citroen-c4-c4-1-5-bluehdi-s-and-s-feel-pack-eat8-130-130-compacto-automatico-2021-101773,https://storage.googleapis.com/clicars-storage-prod-public/photos/84/56/14/680d0489a2841876dd1ccb7c4ca7836a-22968028-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2021,160.239km,130CV,Automatico,"10,000-15,000",Diesel,4,5,Citroen
Citroen C4,1.5 BlueHDI S&S Feel Pack EAT8 130,14390,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-citroen-c4-c4-1-5-bluehdi-s-and-s-feel-pack-eat8-130-130-compacto-automatico-2021-101892,https://storage.googleapis.com/clicars-storage-prod-public/photos/55/54/14/61494fe32b675faba2ecab5b56a0c0b5-22886669-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2021,112.548km,130CV,Automatico,"10,000-15,000",Diesel,4,5,Citroen
Citroen C4,1.5 BlueHDI S&S Feel Pack EAT8 130,14590,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-citroen-c4-c4-1-5-bluehdi-s-and-s-feel-pack-eat8-130-130-compacto-automatico-2021-101893,https://storage.googleapis.com/clicars-storage-prod-public/photos/17/56/14/b64942b599216f52e77148a37e4b3178-22943715-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2021,119.866km,130CV,Automatico,"10,000-15,000",Diesel,4,5,Citroen
Citroen C4,1.5 BlueHDI S&S Feel Pack EAT8 130,15890,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-citroen-c4-c4-1-5-bluehdi-s-and-s-feel-pack-eat8-130-130-compacto-automatico-2021-101895,https://storage.googleapis.com/clicars-storage-prod-public/photos/49/55/14/78b959fd0e3ca1391da099bd49bc4626-22921639-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2021,111.520km,130CV,Automatico,"15,000-20,000",Diesel,4,5,Citroen
Citroen C4,1.5 BlueHDI S&S Feel Pack EAT8 130,16090,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-citroen-c4-c4-1-5-bluehdi-s-and-s-feel-pack-eat8-130-130-compacto-automatico-2021-101854,https://storage.googleapis.com/clicars-storage-prod-public/photos/31/54/14/217a3f2f11ba4538a97046aa16146cc1-22872575-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2021,91.402km,130CV,Automatico,"15,000-20,000",Diesel,4,5,Citroen
Citroen C4,1.5 BlueHDI S&S Max EAT8 130,18590,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-citroen-c4-c4-1-5-bluehdi-s-and-s-max-eat8-130-130-compacto-automatico-2024-103271,https://storage.googleapis.com/clicars-storage-prod-public/photos/73/63/14/e9604d37865ae98268ed263a8ff48cd0-23254858-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2024,28.035km,130CV,Automatico,"15,000-20,000",Diesel,4,5,Citroen
Citroen C4,1.5 BlueHDI S&S Max EAT8 130,19090,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-citroen-c4-c4-1-5-bluehdi-s-and-s-max-eat8-130-130-compacto-automatico-2024-103256,https://storage.googleapis.com/clicars-storage-prod-public/photos/27/64/14/f651f9ba7e58c8722faa96b09219f7d2-23268749-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2024,24.471km,130CV,Automatico,"15,000-20,000",Diesel,4,5,Citroen
Citroen C4,1.5 BlueHDI S&S Max EAT8 130,19090,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-citroen-c4-c4-1-5-bluehdi-s-and-s-max-eat8-130-130-compacto-automatico-2024-103278,https://storage.googleapis.com/clicars-storage-prod-public/photos/38/66/14/7e7d31b4d8ce9944b00a020d88942f6a-23350554-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2024,26.285km,130CV,Automatico,"15,000-20,000",Diesel,4,5,Citroen
Citroen C4,1.5 BlueHDI S&S Max EAT8 130,19590,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-citroen-c4-c4-1-5-bluehdi-s-and-s-max-eat8-130-130-compacto-automatico-2024-103251,https://storage.googleapis.com/clicars-storage-prod-public/photos/26/68/14/61182e848fbe473aef75f4932eef7bf2-23418488-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2024,16.011km,130CV,Automatico,"15,000-20,000",Diesel,4,5,Citroen
Citroen C4,1.5 BlueHDI S&S Plus EAT8 130,17190,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-citroen-c4-c4-1-5-bluehdi-s-and-s-plus-eat8-130-130-compacto-automatico-2024-98824,https://storage.googleapis.com/clicars-storage-prod-public/photos/43/58/14/0c05ee7511643e5685cfacf0cf7c1469-23040795-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2024,18.245km,130CV,Automatico,"15,000-20,000",Diesel,4,5,Citroen
Citroen C4,1.5 BlueHDI S&S Plus EAT8 130,18190,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-citroen-c4-c4-1-5-bluehdi-s-and-s-plus-eat8-130-130-compacto-automatico-2024-99631,https://storage.googleapis.com/clicars-storage-prod-public/photos/96/55/14/0e3a92a9a2a3f9a1f41f6cf1a38863cf-22935878-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2024,12.140km,130CV,Automatico,"15,000-20,000",Diesel,4,5,Citroen
Citroen C4,1.6BlueHDI S&S Feel Edition 120,8390,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-citroen-c4-c4-1-6bluehdi-s-and-s-feel-edition-120-120-compacto-manual-2015-102196,https://storage.googleapis.com/clicars-storage-prod-public/photos/45/55/14/7f6dc76f6f722805f64a2098d4f08ceb-22917992-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2015,177.562km,120CV,Manual,"5,000-10,000",Diesel,4,5,Citroen
Citroen C4,1.6HDi Collection,7490,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-citroen-c4-c4-1-6hdi-collection-92-compacto-manual-2014-101842,https://storage.googleapis.com/clicars-storage-prod-public/photos/34/55/14/aa43640b43433c7237ff8c45b4b835d8-22917735-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2014,155.526km,92CV,Manual,"5,000-10,000",Diesel,4,5,Citroen
