Maker,Version,Price,URL Producto,URL Imagen,Year,Kms,Potencia,Puertas,Plazas,plaza_parking,renta_encoded,familia_encoded,frecuencia_uso_encoded,experiencia_conduccion_encoded,vacaciones_freq,sector_freq,comunidad_autonoma_freq,condiciones_conduccion_freq,Caja_velocidades_freq,tipo_combustible_freq,tipo_combustible.1_freq,Marca_freq,prediccion
Dacia Dokker Comercial,Van 1.6 GLP Essential,8189.999999999999,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-dacia-dokker-comercial-dokker-van-1-6-glp-essential-75kw-100-furgoneta-manual-2019-101300,https://storage.googleapis.com/clicars-storage-prod-public/photos/79/69/14/4de0451b71aecb2f9736ee3218c41abc-23487528-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2019,141.296,100,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.5902338041889917,0.0,0.39704091573307354,0.01747442766682903,0.14882651732749091
Dacia Dokker Comercial,Van 1.6 GLP Essential,8490.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-dacia-dokker-comercial-dokker-van-1-6-glp-essential-80kw-107-furgoneta-manual-2020-101477,https://storage.googleapis.com/clicars-storage-prod-public/photos/77/50/14/6630079b05bf56d6a5c9d80ba57d09d2-23364900-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2020,107.508,107,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.5902338041889917,0.0,0.39704091573307354,0.01747442766682903,0.09148062712346708
Dacia Dokker Comercial,Van 1.6 GLP Essential,8590.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-dacia-dokker-comercial-dokker-van-1-6-glp-essential-75kw-100-furgoneta-manual-2019-102390,https://storage.googleapis.com/clicars-storage-prod-public/photos/91/67/14/3ebccb62a252689bec6b8fef4f649a27-23408024-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2019,125.441,100,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.5902338041889917,0.0,0.39704091573307354,0.01747442766682903,0.09318830960701162
Dacia Dokker Comercial,Van 1.6 GLP Essential,9090.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-dacia-dokker-comercial-dokker-van-1-6-glp-essential-80kw-107-furgoneta-manual-2020-101484,https://storage.googleapis.com/clicars-storage-prod-public/photos/41/56/14/a6796a2651a11a33fa091136f0fa70c3-22958739-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2020,133.54,107,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.5902338041889917,0.0,0.39704091573307354,0.01747442766682903,0.14882651732749091
Dacia Dokker Comercial,Van 1.6 GLP Essential,9390.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-dacia-dokker-comercial-dokker-van-1-6-glp-essential-75kw-100-furgoneta-manual-2019-101469,https://storage.googleapis.com/clicars-storage-prod-public/photos/53/57/14/630dd4c999febbae6ca31b842440ea85-23001916-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2019,78.243,100,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.5902338041889917,0.0,0.39704091573307354,0.01747442766682903,0.08611976104487847
Dacia Duster,1.5 Blue dCi Comfort 4x4,13990.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-dacia-duster-duster-1-5-blue-dci-comfort-4x4-85kw-115-suv-y-4x4-manual-2021-103405,https://storage.googleapis.com/clicars-storage-prod-public/photos/42/66/14/3be6cbe9af2b827592ccaff03bf782ed-23351314-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2021,75.615,115,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.5902338041889917,0.0,0.30144909887968824,0.01747442766682903,0.08783889415965056
Dacia Duster,1.5 Blue dCi Prestige 4x2,15490.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-dacia-duster-duster-1-5-blue-dci-prestige-4x2-85kw-115-suv-y-4x4-manual-2021-102007,https://storage.googleapis.com/clicars-storage-prod-public/photos/12/59/14/9db39d1bfa8499f33e84381e956fbe9c-23070046-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2021,65.695,115,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.5902338041889917,0.0,0.30144909887968824,0.01747442766682903,0.09037612573753373
Dacia Duster,1.5 Blue dCi Prestige 4x2,15490.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-dacia-duster-duster-1-5-blue-dci-prestige-4x2-85kw-115-suv-y-4x4-manual-2021-102006,https://storage.googleapis.com/clicars-storage-prod-public/photos/10/64/14/933e98037b8f03237412a9065c07c26d-23260796-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2021,66.635,115,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.5902338041889917,0.0,0.30144909887968824,0.01747442766682903,0.09037612573753373
Dacia Duster,1.5 Blue dCi Prestige 4x2,15490.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-dacia-duster-duster-1-5-blue-dci-prestige-4x2-85kw-115-suv-y-4x4-manual-2021-102003,https://storage.googleapis.com/clicars-storage-prod-public/photos/71/60/14/bf9dc595f5d43b8c55cc2f91f3522a58-23143097-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2021,70.946,115,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.5902338041889917,0.0,0.30144909887968824,0.01747442766682903,0.09037612573753373
Dacia Duster,1.5 Blue dCi Prestige 4x2,15490.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-dacia-duster-duster-1-5-blue-dci-prestige-4x2-85kw-115-suv-y-4x4-manual-2021-102004,https://storage.googleapis.com/clicars-storage-prod-public/photos/09/46/53/a2ef41429946d354a864d9119245cb7d-23170795-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2021,81.811,115,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.5902338041889917,0.0,0.30144909887968824,0.01747442766682903,0.09121106700560185
Dacia Duster,1.5 Blue dCi Prestige 4x2,16390.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-dacia-duster-duster-1-5-blue-dci-prestige-4x2-85kw-115-suv-y-4x4-manual-2021-102001,https://storage.googleapis.com/clicars-storage-prod-public/photos/32/67/14/9fc3b31932fd815e8a09e5c2650dcc5a-23382056-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2021,59.865,115,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.5902338041889917,0.0,0.30144909887968824,0.01747442766682903,0.08896655078556867
Dacia Duster,1.5 Blue dCi Prestige 4x2,16390.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-dacia-duster-duster-1-5-blue-dci-prestige-4x2-85kw-115-suv-y-4x4-manual-2021-102009,https://storage.googleapis.com/clicars-storage-prod-public/photos/67/68/14/b208a8108c1447aca51ef4b5646bebbc-23442595-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2021,64.368,115,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.5902338041889917,0.0,0.30144909887968824,0.01747442766682903,0.09037612573753373
Dacia Duster,TCE GPF Prestige 4x2,13590.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-dacia-duster-duster-tce-gpf-prestige-4x2-96kw-130-suv-y-4x4-manual-2019-102350,https://storage.googleapis.com/clicars-storage-prod-public/photos/92/56/14/6d71bdf005f7161eadf8b7f29b27e185-22969996-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2019,73.996,130,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.5902338041889917,0.0,0.39704091573307354,0.01747442766682903,0.10599282379845978
Dacia Jogger,1.0 ECO-G Extreme Go 5pl.,18190.0,https://www.clicars.com/coches-nuevos-km0/comprar-dacia-jogger-jogger-1-0-eco-g-extreme-go-5pl-100-familiar-manual-2024-103214,https://storage.googleapis.com/clicars-storage-prod-public/photos/21/62/14/a3a4b5f2f7b9b833e3d365cb9b2498c3-23197510-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2024,6.349,100,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.5902338041889917,0.0,0.39704091573307354,0.01747442766682903,0.06988744841961286
Dacia Jogger,Hybrid Expression 5pl.,17990.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-dacia-jogger-jogger-hybrid-expression-5pl-140-familiar-manual-2024-99871,https://storage.googleapis.com/clicars-storage-prod-public/photos/73/34/14/0da4abbbf6b6f90c5d0740e63125ccc8-22191406-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2024,35.601,140,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.40976619581100826,0.0,0.282513395031661,0.01747442766682903,0.09152469450737617
Dacia Lodgy,1.6 Essential 7pl.,11390.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-dacia-lodgy-lodgy-1-6-essential-7pl-75kw-102-monovolumen-manual-2019-97674,https://storage.googleapis.com/clicars-storage-prod-public/photos/82/53/14/6081a143140275671de8e013f79bf4db-22864216-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2019,81.967,102,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.5902338041889917,0.0,0.39704091573307354,0.01747442766682903,0.09598888897259489
Dacia Lodgy,TCE GPF Essential 5pl.,10590.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-dacia-lodgy-lodgy-tce-gpf-essential-5pl-75kw-100-monovolumen-manual-2020-97659,https://storage.googleapis.com/clicars-storage-prod-public/photos/02/34/14/2b638664561e7f049cb351ea6c5ddc7b-22168800-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2020,77.851,100,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.5902338041889917,0.0,0.39704091573307354,0.01747442766682903,0.08611976104487847
Dacia Lodgy,TCE GPF Essential 7pl.,10490.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-dacia-lodgy-lodgy-tce-gpf-essential-7pl-75kw-100-monovolumen-manual-2020-97660,https://storage.googleapis.com/clicars-storage-prod-public/photos/32/32/14/e21cdd72e57c1e7d998c79800d264024-23227835-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2020,80.454,100,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.5902338041889917,0.0,0.39704091573307354,0.01747442766682903,0.08611976104487847
Dacia Logan,MCV 1.0 Essential 75,10990.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-dacia-logan-logan-mcv-1-0-essential-75-75-familiar-manual-2019-104223,https://storage.googleapis.com/clicars-storage-prod-public/photos/56/92/54/48d9773fa23c204600ba1bd3cff62f41-23476191-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2019,51.124,75,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.5902338041889917,0.0,0.39704091573307354,0.01747442766682903,0.08158459128259928
Dacia Sandero,0.9 TCE SL Nómada,9490.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-dacia-sandero-sandero-0-9-tce-sl-nomada-66kw-90-compacto-manual-2018-103413,https://storage.googleapis.com/clicars-storage-prod-public/photos/66/65/14/0bc942332a30e65afe09955c7e622fa7-23323226-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2018,121.0,90,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.5902338041889917,0.0,0.39704091573307354,0.01747442766682903,0.09492187696557898
Dacia Sandero,0.9 TCE Stepway Ambiance,8990.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-dacia-sandero-sandero-0-9-tce-stepway-ambiance-66kw-90-compacto-manual-2017-99590,https://storage.googleapis.com/clicars-storage-prod-public/photos/31/42/14/ac2d40d27fd8fb0f68082d2a72e38a03-22464056-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2017,75.405,90,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.5902338041889917,0.0,0.39704091573307354,0.01747442766682903,0.08785332840344581
Dacia Sandero,1.2 Laureate Music,6790.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-dacia-sandero-sandero-1-2-laureate-music-75-compacto-manual-2012-101408,https://storage.googleapis.com/clicars-storage-prod-public/photos/14/55/14/d18448b6e20a39c1dceed328c182e444-22906705-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2012,79.17,75,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.5902338041889917,0.0,0.39704091573307354,0.01747442766682903,0.12159742980576223
Dacia Sandero,,11090.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-dacia-sandero-sandero-1-0-tce-stepway-serie-limitada-aniversario-74kw-100-compacto-manual-2020-90087,https://storage.googleapis.com/clicars-storage-prod-public/photos/50/47/13/cd5cc981655aa3b77aa92be5f6980f5c-19196698-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2020,55.353,100,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.5902338041889917,0.0,0.39704091573307354,0.01747442766682903,0.08920823385847115
Dacia Sandero,SCe Access,9490.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-dacia-sandero-sandero-sce-access-49kw-67-compacto-manual-2021-97760,https://storage.googleapis.com/clicars-storage-prod-public/photos/50/16/14/c9365fa2c3bacd853cbe8851696cdf38-21565301-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2021,30.891,67,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.5902338041889917,0.0,0.39704091573307354,0.01747442766682903,0.07304147012392065
Dacia Spring,Electric Comfort Plus 45,10390.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-dacia-spring-spring-electric-comfort-plus-45-33kw-45-suv-y-4x4-automatico-2022-103530,https://storage.googleapis.com/clicars-storage-prod-public/photos/46/66/14/25fd716130ab1aca2ab18ba619b37bbe-23351784-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2022,40.675,45,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.40976619581100826,0.0,0.018996590355577204,0.01747442766682903,0.07623327140143496
Dacia Spring,Electric Extreme 65,12690.0,https://www.clicars.com/coches-nuevos-km0/comprar-dacia-spring-spring-electric-extreme-65-48kw-65-suv-y-4x4-automatico-2023-95802,https://storage.googleapis.com/clicars-storage-prod-public/photos/62/96/13/aea9e0ecccd3eb269946eea775e2ed8d-23165390-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2023,3.223,65,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.40976619581100826,0.0,0.018996590355577204,0.01747442766682903,0.1183691949436823
Fiat 500,1.0 EcoBoost MHEV ST-Line 125,9790.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-fiat-500-500-1-0-hybrid-dolcevita-52kw-70-compacto-manual-2021-92630,https://storage.googleapis.com/clicars-storage-prod-public/photos/46/68/13/6eebad54e6e25a4b231262d741a45d4d-19846943-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2021,47.416,70,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.5902338041889917,0.0,0.282513395031661,0.04596931320019484,0.07335070643651521
Fiat 500,1.0 GSE Lounge,8590.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-fiat-500-500-1-0-gse-lounge-70-compacto-manual-2020-102498,https://storage.googleapis.com/clicars-storage-prod-public/photos/64/59/14/96a4c2365dafa4a7b98660f7e969ad36-23087716-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2020,81.037,70,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.5902338041889917,0.0,0.282513395031661,0.04596931320019484,0.0735748116184784
Fiat 500,1.0 GSE Lounge,8890.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-fiat-500-500-1-0-gse-lounge-70-compacto-manual-2020-102857,https://storage.googleapis.com/clicars-storage-prod-public/photos/26/62/14/09b3ed449412e947c6469d4136de737b-23198350-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2020,70.473,70,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.5902338041889917,0.0,0.282513395031661,0.04596931320019484,0.07478815843344301
Fiat 500,1.0 GSE Lounge,8890.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-fiat-500-500-1-0-gse-lounge-70-compacto-manual-2020-101944,https://storage.googleapis.com/clicars-storage-prod-public/photos/49/58/14/143400eb86a57cab0b046925b128392d-23048408-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2021,71.686,70,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.5902338041889917,0.0,0.282513395031661,0.04596931320019484,0.07478815843344301
Fiat 500,1.0 GSE Lounge,8990.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-fiat-500-500-1-0-gse-lounge-70-compacto-manual-2020-102501,https://storage.googleapis.com/clicars-storage-prod-public/photos/40/61/14/be5335ddca434790051ee79c5c4f88a8-23168477-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2021,75.546,70,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.5902338041889917,0.0,0.282513395031661,0.04596931320019484,0.06821394553988978
Fiat 500,1.0 GSE Lounge,9090.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-fiat-500-500-1-0-gse-lounge-70-compacto-manual-2020-103341,https://storage.googleapis.com/clicars-storage-prod-public/photos/36/68/14/a0aec05497af23dc0e091c6cf2b104f0-23430551-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2020,77.43,70,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.5902338041889917,0.0,0.282513395031661,0.04596931320019484,0.06821394553988978
Fiat 500,1.0 GSE Lounge,9290.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-fiat-500-500-1-0-gse-lounge-70-compacto-manual-2020-101753,https://storage.googleapis.com/clicars-storage-prod-public/photos/72/54/14/082319c23f7b9108e9774eb13dc6ebcf-22898008-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2021,73.035,70,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.5902338041889917,0.0,0.282513395031661,0.04596931320019484,0.07478815843344301
Fiat 500,1.0 GSE Lounge,9490.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-fiat-500-500-1-0-gse-lounge-70-compacto-manual-2021-101999,https://storage.googleapis.com/clicars-storage-prod-public/photos/59/56/14/05498fa968fdd3fcc10e1458955f58a8-22964741-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2021,68.942,70,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.5902338041889917,0.0,0.282513395031661,0.04596931320019484,0.07478815843344301
Fiat 500,1.0 GSE Lounge,9490.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-fiat-500-500-1-0-gse-lounge-70-compacto-manual-2020-102502,https://storage.googleapis.com/clicars-storage-prod-public/photos/20/65/14/261ba8a3d1a7d1ebe63e6fc62d443500-23311884-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2021,80.275,70,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.5902338041889917,0.0,0.282513395031661,0.04596931320019484,0.06821394553988978
Fiat 500,1.0 GSE Lounge,9590.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-fiat-500-500-1-0-gse-lounge-70-compacto-manual-2020-91486,https://storage.googleapis.com/clicars-storage-prod-public/photos/95/56/13/d517d3233897e53d503f2b23f082275a-19488366-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2020,59.27,70,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.5902338041889917,0.0,0.282513395031661,0.04596931320019484,0.07335070643651521
Fiat 500,1.0 GSE Lounge,9690.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-fiat-500-500-1-0-gse-lounge-70-compacto-manual-2021-102642,https://storage.googleapis.com/clicars-storage-prod-public/photos/81/63/14/16e38bef4767580678f061de812fcee6-23256039-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2021,82.987,70,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.5902338041889917,0.0,0.282513395031661,0.04596931320019484,0.0735748116184784
Fiat 500,1.0 GSE Lounge,9790.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-fiat-500-500-1-0-gse-lounge-70-compacto-manual-2020-103968,https://storage.googleapis.com/clicars-storage-prod-public/photos/34/69/14/3a303746fd87a81efa96ed6e27dbfd51-23469151-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2020,46.4,70,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.5902338041889917,0.0,0.282513395031661,0.04596931320019484,0.07335070643651521
Fiat 500,1.0 GSE Lounge,9790.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-fiat-500-500-1-0-gse-lounge-70-compacto-manual-2020-103343,https://storage.googleapis.com/clicars-storage-prod-public/photos/96/70/14/6bb162bd800ca397c384918585b3eb6f-23534454-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2021,83.801,70,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.5902338041889917,0.0,0.282513395031661,0.04596931320019484,0.0735748116184784
Fiat 500,1.0 GSE Lounge,9990.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-fiat-500-500-1-0-gse-lounge-70-compacto-manual-2020-102286,https://storage.googleapis.com/clicars-storage-prod-public/photos/24/61/14/4e2aad1eec30204cae6be3270e84100b-23160240-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2021,73.607,70,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.5902338041889917,0.0,0.282513395031661,0.04596931320019484,0.07478815843344301
Fiat 500,1.0 GSE Lounge,9990.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-fiat-500-500-1-0-gse-lounge-70-compacto-manual-2020-102712,https://storage.googleapis.com/clicars-storage-prod-public/photos/46/65/14/c30aa182e53d7399aebb9af8f7b2808f-23319474-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2021,79.58,70,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.5902338041889917,0.0,0.282513395031661,0.04596931320019484,0.06821394553988978
Fiat 500,1.0 Hybrid Connect,10490.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-fiat-500-500-1-0-hybrid-connect-52kw-70-compacto-manual-2021-103743,https://storage.googleapis.com/clicars-storage-prod-public/photos/05/71/14/1356680a0ea5bd6a8dae581e6b15391a-23537199-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2021,19.194,70,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.5902338041889917,0.0,0.282513395031661,0.04596931320019484,0.08569609803803878
Fiat 500,1.0 Hybrid Cult,8990.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-fiat-500-500-1-0-hybrid-cult-52kw-70-compacto-manual-2021-101938,https://storage.googleapis.com/clicars-storage-prod-public/photos/60/55/14/c4689e92f3fefb47e9e5f9ae0c0d3ec3-22932202-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2021,20.743,70,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.5902338041889917,0.0,0.282513395031661,0.04596931320019484,0.08569609803803878
Fiat 500,1.0 Hybrid Cult,9490.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-fiat-500-500-1-0-hybrid-cult-52kw-70-compacto-manual-2022-102497,https://storage.googleapis.com/clicars-storage-prod-public/photos/92/58/14/5d53688d01332876e6e097df3cbff5a2-23059554-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2022,54.855,70,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.5902338041889917,0.0,0.282513395031661,0.04596931320019484,0.07225281886238902
Fiat 500,1.0 Hybrid Dolcevita,10290.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-fiat-500-500-1-0-hybrid-dolcevita-52kw-70-compacto-manual-2021-100215,https://storage.googleapis.com/clicars-storage-prod-public/photos/78/61/14/9523361d648b9b673aa7702a987cd0e1-23175301-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2021,79.137,70,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.5902338041889917,0.0,0.282513395031661,0.04596931320019484,0.06821394553988978
Fiat 500,1.0 Hybrid Dolcevita,10490.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-fiat-500-500-1-0-hybrid-dolcevita-52kw-70-compacto-manual-2022-92363,https://storage.googleapis.com/clicars-storage-prod-public/photos/00/71/13/676fa7ec043a72608a1eac54975f4af6-19915942-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2022,34.811,70,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.5902338041889917,0.0,0.282513395031661,0.04596931320019484,0.07225281886238902
