customer_id,renta,condiciones_conduccion,vacaciones,sector,comunidad_autonoma,familia,tipo_combustible,uso_habitual,cambio,plaza_parking,frecuencia_uso,experiencia_conduccion,car_id,Maker,Version,Price,Year,Kms,Potencia,Caja_velocidades,presupuesto,tipo_combustible,Puertas,Plazas,Marca
4002,20000 - 35000,off-road,ciudad,Comercio,Murcia,"Si, pequeña",diesel,uso particular ocasional,Manual,No,diario,novato,427,Citroen C3 Aircross,Puretech S&S C-Series 110,12990,2023,44.554km,110CV,Manual,"10,000-15,000",Gasolina,4,5,Citroen
1085,35000-60000,buen clima,ciudad,Tecnología,Baleares,"Si, grande",diesel,uso particular ocasional,Manual,No,diario,intermedio,432,Citroen C3 Aircross,Puretech S&S Plus 110,13290,2024,21.726km,110CV,Manual,"10,000-15,000",Gasolina,4,5,Citroen
3461,100000,buen clima,montaña,Entretenimiento y Medios,Baleares,"Si, pequeña",hibrido,uso particular habitual,Manual,Si,semanal,intermedio,434,Citroen C3 Aircross,Puretech S&S Plus 110,13590,2024,18.902km,110CV,Manual,"10,000-15,000",Gasolina,4,5,Citroen
430,20000 - 35000,nieve,ciudad,Salud,Andalucía,"Si, grande",diesel,uso particular ocasional,Manual,No,semanal,intermedio,440,Citroen C3 Aircross,Puretech S&S Plus 110,14590,2024,11.271km,110CV,Manual,"10,000-15,000",Gasolina,4,5,Citroen
4479,100000,buen clima,montaña,Comercio,Andalucía,"Si, grande",diesel,uso particular ocasional,Manual,Si,semanal,intermedio,441,Citroen C3 Aircross,Puretech S&S Plus 110,14590,2024,13.166km,110CV,Manual,"10,000-15,000",Gasolina,4,5,Citroen
4667,35000-60000,nieve,playa,Comercio,Murcia,No,diesel,uso particular habitual,Manual,Si,diario,experto,442,Citroen C3 Aircross,Puretech S&S Plus 110,14590,2024,16.639km,110CV,Manual,"10,000-15,000",Gasolina,4,5,Citroen
1963,12000 - 20000,buen clima,ciudad,Servicios Financieros,Canarias,"Si, pequeña",gasolina,uso particular habitual,Manual,No,diario,experto,444,Citroen C4,1.0 TSI S&S Xcellence DSG7 110,16390,2023,14.472km,130CV,Manual,"15,000-20,000",Gasolina,4,5,Citroen
1809,35000-60000,nieve,playa,Servicios Financieros,Castilla y León,"Si, pequeña",electrico,uso particular ocasional,Automatico,Si,semanal,intermedio,447,Citroen C4,1.2 PureTech Feel Pack S&S 130,14590,2022,31.562km,130CV,Manual,"10,000-15,000",Gasolina,4,5,Citroen
1579,-12000,buen clima,montaña,Industria Construccion y Manufactura,Aragón,"Si, grande",gasolina,uso particular habitual,Manual,No,semanal,novato,449,Citroen C4,1.2 PureTech Plus S&S 130,15490,2024,10.522km,130CV,Manual,"15,000-20,000",Gasolina,4,5,Citroen
1345,20000 - 35000,buen clima,ciudad,Educación,Andalucía,"Si, pequeña",diesel,uso particular ocasional,Manual,No,semanal,intermedio,454,Citroen C4,1.2 PureTech Plus S&S 130,15890,2024,9.742km,130CV,Manual,"15,000-20,000",Gasolina,4,5,Citroen
433,20000 - 35000,buen clima,montaña,Comercio,Murcia,"Si, pequeña",gasolina,uso particular habitual,Automatico,No,semanal,intermedio,455,Citroen C4,1.2 PureTech Plus S&S 130,16390,2024,8.401km,130CV,Manual,"15,000-20,000",Gasolina,4,5,Citroen
326,12000 - 20000,buen clima,montaña,Otros,Andalucía,"Si, grande",hibrido,uso particular habitual,Manual,Si,diario,novato,457,Citroen C4,1.2 PureTech Plus S&S 130,16790,2024,8.830km,130CV,Manual,"15,000-20,000",Gasolina,4,5,Citroen
1823,35000-60000,buen clima,montaña,Salud,Aragón,"Si, grande",gasolina,uso particular habitual,Manual,Si,semanal,experto,457,Citroen C4,1.2 PureTech Plus S&S 130,16790,2024,8.830km,130CV,Manual,"15,000-20,000",Gasolina,4,5,Citroen
3351,35000-60000,nieve,ciudad,Tecnología,Galicia,No,diesel,uso particular habitual,Automatico,No,ocasional,novato,466,Citroen C4,1.5 BlueHDI S&S Plus EAT8 130,18190,2024,23.635km,130CV,Automatico,"15,000-20,000",Diesel,4,5,Citroen
1438,20000 - 35000,buen clima,ciudad,Tecnología,Aragón,"Si, grande",gasolina,uso particular ocasional,Manual,Si,semanal,intermedio,467,Citroen C4,1.5 BlueHDI S&S Plus EAT8 130,18590,2024,19.912km,130CV,Automatico,"15,000-20,000",Diesel,4,5,Citroen
3683,60000 - 100000,buen clima,playa,Energía,Castilla-La Mancha,"Si, pequeña",diesel,uso particular ocasional,Manual,Si,diario,intermedio,469,Citroen C4,1.5 BlueHDI S&S Plus EAT8 130,18990,2024,12.780km,130CV,Automatico,"15,000-20,000",Diesel,4,5,Citroen
1481,35000-60000,buen clima,montaña,Tecnología,Asturias,"Si, pequeña",diesel,uso particular ocasional,Manual,Si,diario,intermedio,470,Citroen C4,1.5 BlueHDI S&S Plus EAT8 130,19090,2024,24.767km,130CV,Automatico,"15,000-20,000",Diesel,4,5,Citroen
176,20000 - 35000,buen clima,playa,Servicios Financieros,Baleares,"Si, grande",gasolina,uso particular ocasional,Automatico,Si,semanal,intermedio,471,Citroen C4,1.5 BlueHDI S&S Shine EAT8 130,16590,2021,119.459km,130CV,Automatico,"15,000-20,000",Diesel,4,5,Citroen
2330,20000 - 35000,buen clima,montaña,Energía,Andalucía,No,gasolina,uso particular ocasional,Automatico,Si,semanal,experto,471,Citroen C4,1.5 BlueHDI S&S Shine EAT8 130,16590,2021,119.459km,130CV,Automatico,"15,000-20,000",Diesel,4,5,Citroen
2498,20000 - 35000,nieve,playa,Industria Construccion y Manufactura,Andalucía,"Si, pequeña",gasolina,uso particular ocasional,Manual,No,diario,intermedio,471,Citroen C4,1.5 BlueHDI S&S Shine EAT8 130,16590,2021,119.459km,130CV,Automatico,"15,000-20,000",Diesel,4,5,Citroen
2844,-12000,nieve,ciudad,Tecnología,Castilla-La Mancha,"Si, pequeña",diesel,uso particular ocasional,Automatico,Si,diario,novato,471,Citroen C4,1.5 BlueHDI S&S Shine EAT8 130,16590,2021,119.459km,130CV,Automatico,"15,000-20,000",Diesel,4,5,Citroen
4360,20000 - 35000,nieve,ciudad,Comercio,Canarias,"Si, grande",diesel,uso particular habitual,Manual,Si,semanal,intermedio,471,Citroen C4,1.5 BlueHDI S&S Shine EAT8 130,16590,2021,119.459km,130CV,Automatico,"15,000-20,000",Diesel,4,5,Citroen
44,-12000,buen clima,montaña,Industria Construccion y Manufactura,Cataluña,"Si, grande",hibrido,viajes largos,Automatico,Si,semanal,intermedio,473,Citroen C4,Grand C4 Spacetourer 1.2 PureTech S&S Feel 130,13190,2019,63.100km,130CV,Manual,"10,000-15,000",Gasolina,4,5,Citroen
1663,20000 - 35000,nieve,montaña,Salud,Aragón,"Si, grande",diesel,uso particular ocasional,Automatico,No,ocasional,intermedio,475,Citroen C4,Grand C4 Spacetourer 1.5BlueHDI Shine Pack EAT8 130,19990,2022,84.862km,130CV,Automatico,"15,000-20,000",Diesel,4,5,Citroen
1748,20000 - 35000,buen clima,ciudad,Transporte y Logística,Aragón,"Si, pequeña",electrico,uso particular habitual,Automatico,Si,ocasional,novato,478,Citroen C4,Picasso 1.2 PureTech S&S Live 130,9990,2017,82.416km,130CV,Manual,"5,000-10,000",Gasolina,4,5,Citroen
3932,60000 - 100000,nieve,ciudad,Comercio,Andalucía,"Si, pequeña",gasolina,uso particular habitual,Manual,No,semanal,intermedio,478,Citroen C4,Picasso 1.2 PureTech S&S Live 130,9990,2017,82.416km,130CV,Manual,"5,000-10,000",Gasolina,4,5,Citroen
1028,35000-60000,buen clima,montaña,Comercio,Castilla-La Mancha,"Si, pequeña",diesel,uso particular ocasional,Automatico,No,diario,experto,484,Citroen C4 Cactus,1.2 PureTech S&S Shine 110,10190,2017,82.000km,110CV,Manual,"10,000-15,000",Gasolina,4,5,Citroen
4723,35000-60000,buen clima,montaña,Comercio,Asturias,"Si, pequeña",diesel,uso particular habitual,Manual,Si,semanal,intermedio,484,Citroen C4 Cactus,1.2 PureTech S&S Shine 110,10190,2017,82.000km,110CV,Manual,"10,000-15,000",Gasolina,4,5,Citroen
1740,12000 - 20000,nieve,montaña,Energía,Asturias,No,gasolina,uso particular ocasional,Manual,No,semanal,experto,486,Citroen C4 Cactus,1.2 PureTech S&S Shine EAT6 110,13290,2019,39.932km,110CV,Automatico,"10,000-15,000",Gasolina,4,5,Citroen
4982,35000-60000,buen clima,montaña,Servicios Financieros,Asturias,"Si, grande",gasolina,uso particular ocasional,Manual,Si,semanal,intermedio,486,Citroen C4 Cactus,1.2 PureTech S&S Shine EAT6 110,13290,2019,39.932km,110CV,Automatico,"10,000-15,000",Gasolina,4,5,Citroen
603,12000 - 20000,buen clima,montaña,Industria Construccion y Manufactura,Andalucía,"Si, pequeña",gasolina,uso particular habitual,Manual,No,diario,novato,487,Citroen C4 Cactus,1.5BlueHDi S&S C-Series 100,11490,2020,124.566km,100CV,Manual,"10,000-15,000",Diesel,4,5,Citroen
1104,20000 - 35000,buen clima,ciudad,Energía,Aragón,"Si, grande",hibrido,uso particular habitual,Manual,Si,semanal,intermedio,489,Citroen C4 Cactus,1.5BlueHDi S&S Feel 100,10890,2020,145.160km,100CV,Manual,"10,000-15,000",Diesel,4,5,Citroen
4976,20000 - 35000,buen clima,montaña,Otros,Andalucía,"Si, grande",diesel,uso particular habitual,Automatico,No,semanal,experto,492,Citroen C4 X,1.2 PureTech Plus S&S EAT8 130,15290,2024,27.989km,130CV,Automatico,"15,000-20,000",Gasolina,4,5,Citroen
1719,20000 - 35000,buen clima,montaña,Energía,Andalucía,No,gasolina,uso particular habitual,Manual,Si,diario,intermedio,493,Citroen C4 X,1.2 PureTech Plus S&S EAT8 130,15890,2024,20.442km,130CV,Automatico,"15,000-20,000",Gasolina,4,5,Citroen
2526,20000 - 35000,buen clima,playa,Transporte y Logística,Cantabria,"Si, grande",diesel,uso particular habitual,Manual,Si,semanal,novato,496,Citroen C4 X,1.2 PureTech Plus S&S EAT8 130,15890,2024,26.011km,130CV,Automatico,"15,000-20,000",Gasolina,4,5,Citroen
2866,60000 - 100000,buen clima,montaña,Industria Construccion y Manufactura,Asturias,"Si, grande",diesel,uso particular habitual,Manual,Si,diario,novato,501,Citroen C4 X,1.2 PureTech Plus S&S EAT8 130,16390,2024,15.557km,130CV,Automatico,"15,000-20,000",Gasolina,4,5,Citroen
133,-12000,buen clima,montaña,Entretenimiento y Medios,Asturias,"Si, pequeña",gasolina,viajes largos,Automatico,No,ocasional,novato,510,Citroen C4 X,1.2 PureTech Plus S&S EAT8 130,17290,2024,9.517km,130CV,Automatico,"15,000-20,000",Gasolina,4,5,Citroen
585,60000 - 100000,buen clima,ciudad,Entretenimiento y Medios,Andalucía,No,gasolina,uso particular ocasional,Manual,Si,semanal,novato,510,Citroen C4 X,1.2 PureTech Plus S&S EAT8 130,17290,2024,9.517km,130CV,Automatico,"15,000-20,000",Gasolina,4,5,Citroen
760,-12000,nieve,montaña,Otros,Baleares,"Si, grande",gasolina,viajes largos,Manual,No,diario,intermedio,515,Citroen C4 X,1.2 PureTech You S&S 100,13590,2024,19.093km,100CV,Manual,"10,000-15,000",Gasolina,4,5,Citroen
1102,20000 - 35000,buen clima,montaña,Salud,Aragón,"Si, grande",diesel,uso particular habitual,Automatico,Si,ocasional,intermedio,515,Citroen C4 X,1.2 PureTech You S&S 100,13590,2024,19.093km,100CV,Manual,"10,000-15,000",Gasolina,4,5,Citroen
1757,35000-60000,buen clima,ciudad,Tecnología,Asturias,"Si, grande",diesel,uso particular ocasional,Manual,Si,diario,intermedio,517,Citroen C4 X,1.2 PureTech You S&S 100,14990,2024,14.425km,100CV,Manual,"10,000-15,000",Gasolina,4,5,Citroen
808,60000 - 100000,buen clima,montaña,Tecnología,Aragón,"Si, grande",hibrido,uso particular habitual,Manual,Si,semanal,experto,518,Citroen C4 X,1.5 BlueHDI S&S Max EAT8 130,18690,2024,20.750km,130CV,Automatico,"15,000-20,000",Diesel,4,5,Citroen
2537,20000 - 35000,buen clima,montaña,Tecnología,Baleares,"Si, pequeña",gasolina,uso particular habitual,Automatico,Si,semanal,novato,520,Citroen C4 X,1.5 BlueHDI S&S Plus EAT8 130,17290,2024,23.471km,130CV,Automatico,"15,000-20,000",Diesel,4,5,Citroen
4794,100000,buen clima,montaña,Tecnología,Baleares,"Si, pequeña",gasolina,uso particular habitual,Automatico,Si,ocasional,intermedio,521,Citroen C4 X,1.5 BlueHDI S&S Plus EAT8 130,17690,2024,20.472km,130CV,Automatico,"15,000-20,000",Diesel,4,5,Citroen
2532,60000 - 100000,nieve,ciudad,Energía,Baleares,"Si, grande",hibrido,uso particular habitual,Manual,No,diario,intermedio,522,Citroen C4 X,1.5 BlueHDI S&S Plus EAT8 130,17690,2024,21.949km,130CV,Automatico,"15,000-20,000",Diesel,4,5,Citroen
2985,100000,nieve,montaña,Comercio,Aragón,"Si, pequeña",diesel,uso particular ocasional,Manual,No,semanal,novato,523,Citroen C4 X,1.5 BlueHDI S&S Plus EAT8 130,18390,2024,13.090km,130CV,Automatico,"15,000-20,000",Diesel,4,5,Citroen
2802,35000-60000,off-road,montaña,Tecnología,Canarias,"Si, grande",hibrido,uso particular habitual,Automatico,No,semanal,experto,528,Citroen C4 X,1.5 BlueHDI S&S Plus EAT8 130,19590,2024,10.785km,130CV,Automatico,"15,000-20,000",Diesel,4,5,Citroen
4583,60000 - 100000,off-road,montaña,Salud,Castilla-La Mancha,No,electrico,uso particular habitual,Manual,Si,diario,experto,529,Citroen C5 Aircross,BlueHDi S&S Feel 130,13590,2020,142.845km,130CV,Manual,"10,000-15,000",Diesel,4,5,Citroen
3410,60000 - 100000,buen clima,montaña,Turismo y Ocio,Andalucía,"Si, grande",hibrido,uso particular ocasional,Manual,Si,diario,intermedio,533,Citroen C5 Aircross,BlueHDi S&S Feel EAT8 180,17990,2020,96.492km,176CV,Automatico,"15,000-20,000",Diesel,4,5,Citroen
2585,60000 - 100000,buen clima,montaña,Tecnología,Aragón,"Si, pequeña",gasolina,uso particular ocasional,Manual,Si,semanal,intermedio,536,Citroen C5 Aircross,BlueHDi S&S Shine 130,14590,2020,129.258km,130CV,Manual,"10,000-15,000",Diesel,4,5,Citroen
114,12000 - 20000,buen clima,ciudad,Turismo y Ocio,Aragón,"Si, pequeña",hibrido,uso particular ocasional,Manual,Si,semanal,intermedio,537,Citroen C5 Aircross,BlueHDi S&S Shine 130,18190,2022,50.303km,130CV,Manual,"15,000-20,000",Diesel,4,5,Citroen
2457,35000-60000,off-road,ciudad,Servicios Financieros,Andalucía,No,electrico,uso particular ocasional,Automatico,No,diario,intermedio,541,Citroen C5 Aircross,BlueHDi S&S Shine EAT8 180,16690,2019,145.003km,176CV,Automatico,"15,000-20,000",Diesel,4,5,Citroen
643,20000 - 35000,nieve,montaña,Comercio,Andalucía,"Si, grande",gasolina,uso particular ocasional,Manual,Si,diario,intermedio,542,Citroen C5 Aircross,Hybrid Plus e-DCS6 136,23190,2024,22.548km,136CV,Automatico,"20,000-30,000",Hibrido,4,5,Citroen
2836,35000-60000,buen clima,montaña,Educación,Cantabria,"Si, grande",diesel,uso particular ocasional,Automatico,No,semanal,experto,542,Citroen C5 Aircross,Hybrid Plus e-DCS6 136,23190,2024,22.548km,136CV,Automatico,"20,000-30,000",Hibrido,4,5,Citroen
4576,60000 - 100000,buen clima,montaña,Energía,Andalucía,No,hibrido,uso particular ocasional,Manual,No,ocasional,intermedio,543,Citroen C5 Aircross,Hybrid Plus e-DCS6 136,23190,2024,24.090km,136CV,Automatico,"20,000-30,000",Hibrido,4,5,Citroen
3865,12000 - 20000,buen clima,montaña,Servicios Financieros,Asturias,"Si, pequeña",electrico,uso particular ocasional,Automatico,No,semanal,novato,546,Citroen C5 Aircross,Hybrid Shine EAT8,18190,2020,91.381km,225CV,Automatico,"15,000-20,000",Hibrido,4,5,Citroen
3054,35000-60000,buen clima,montaña,Comercio,Cantabria,"Si, grande",gasolina,uso particular ocasional,Manual,No,ocasional,intermedio,548,Citroen C5 Aircross,Hybrid Shine EAT8,19590,2020,48.906km,225CV,Automatico,"15,000-20,000",Hibrido,4,5,Citroen
3189,12000 - 20000,buen clima,ciudad,Entretenimiento y Medios,Castilla y León,"Si, grande",diesel,uso particular habitual,Manual,No,diario,intermedio,555,Citroen Jumpy,Fg. BlueHDI Talla M S&S Control 120,14590,2021,64.107km,118CV,Manual,"10,000-15,000",Diesel,4,5,Citroen
2285,20000 - 35000,buen clima,ciudad,Servicios Financieros,Canarias,"Si, grande",diesel,uso particular habitual,Manual,Si,semanal,intermedio,556,Citroen Jumpy,Fg. BlueHDI Talla M S&S Control 120,15690,2019,75.605km,118CV,Manual,"15,000-20,000",Diesel,4,5,Citroen
3399,35000-60000,buen clima,montaña,Energía,Murcia,"Si, pequeña",diesel,uso particular ocasional,Manual,Si,diario,experto,559,DS DS 3 Crossback,Puretech Performance Line 130 EAT8,13590,2019,86.837km,130CV,Automatico,"10,000-15,000",Gasolina,4,5,DS
2093,12000 - 20000,buen clima,ciudad,Tecnología,Andalucía,"Si, pequeña",diesel,uso particular ocasional,Manual,No,semanal,intermedio,561,DS DS 3 Crossback,Puretech So Chic 130 EAT8,16090,2020,58.978km,130CV,Automatico,"15,000-20,000",Gasolina,4,5,DS
2697,12000 - 20000,buen clima,montaña,Turismo y Ocio,Aragón,"Si, pequeña",diesel,uso particular habitual,Automatico,Si,diario,intermedio,565,DS DS 4,Cross 1.6 PureTech Rivoli Aut. 225,25490,2022,34.115km,225CV,Automatico,"20,000-30,000",Gasolina,4,5,DS
4893,60000 - 100000,buen clima,montaña,Educación,Andalucía,"Si, grande",hibrido,uso particular ocasional,Automatico,Si,diario,experto,566,DS DS 7 Crossback,1.5BlueHDi Drive Eff. Performance Line Aut.,19590,2020,83.031km,130CV,Automatico,"15,000-20,000",Diesel,4,5,DS
297,100000,buen clima,montaña,Industria Construccion y Manufactura,Aragón,"Si, pequeña",gasolina,uso particular habitual,Manual,Si,diario,intermedio,569,DS DS 7 Crossback,1.5BlueHDi So Chic Aut.,16990,2019,100.686km,130CV,Automatico,"15,000-20,000",Diesel,4,5,DS
2094,60000 - 100000,buen clima,ciudad,Entretenimiento y Medios,Asturias,"Si, grande",hibrido,uso particular ocasional,Manual,No,diario,intermedio,569,DS DS 7 Crossback,1.5BlueHDi So Chic Aut.,16990,2019,100.686km,130CV,Automatico,"15,000-20,000",Diesel,4,5,DS
3383,-12000,buen clima,ciudad,Industria Construccion y Manufactura,Navarra,"Si, pequeña",gasolina,uso particular ocasional,Automatico,Si,semanal,intermedio,576,DS DS 7 Crossback,7 1.5BlueHDi Performance Line Plus Aut.,23690,2022,99.556km,130CV,Automatico,"20,000-30,000",Diesel,4,5,DS
3067,12000 - 20000,nieve,montaña,Salud,Aragón,"Si, pequeña",electrico,viajes largos,Automatico,Si,diario,novato,578,DS DS 7 Crossback,7 E-Tense Rivoli Aut. 4x4,28590,2023,23.446km,299CV,Automatico,"20,000-30,000",Hibrido,4,5,DS
4025,20000 - 35000,buen clima,montaña,Comercio,Murcia,"Si, grande",diesel,uso particular habitual,Manual,No,diario,novato,581,DS DS 7 Crossback,E-Tense Grand Chic Aut. 4x2,24090,2021,73.856km,225CV,Automatico,"20,000-30,000",Hibrido,4,5,DS
578,20000 - 35000,nieve,ciudad,Entretenimiento y Medios,Andalucía,"Si, pequeña",hibrido,uso particular habitual,Manual,Si,ocasional,intermedio,586,DS DS 7 Crossback,E-Tense Performance Line + Aut. 4x2,30490,2022,34.740km,225CV,Automatico,"30,000-40,000",Hibrido,4,5,DS
31,60000 - 100000,off-road,ciudad,Tecnología,Baleares,"Si, pequeña",diesel,uso particular habitual,Automatico,No,diario,novato,589,Dacia Dokker Comercial,1.6 GLP Essential N1,9090,2021,135.000km,107CV,Manual,"5,000-10,000",Gasolina,4,5,Dacia
1363,20000 - 35000,buen clima,playa,Salud,Baleares,"Si, pequeña",diesel,uso particular ocasional,Manual,No,diario,intermedio,590,Dacia Dokker Comercial,Van 1.5dCi Essential,8390,2019,123.382km,90CV,Manual,"5,000-10,000",Diesel,4,5,Dacia
2516,12000 - 20000,buen clima,montaña,Salud,Extremadura,"Si, pequeña",diesel,uso particular habitual,Automatico,No,ocasional,experto,590,Dacia Dokker Comercial,Van 1.5dCi Essential,8390,2019,123.382km,90CV,Manual,"5,000-10,000",Diesel,4,5,Dacia
2686,20000 - 35000,off-road,montaña,Industria Construccion y Manufactura,Cantabria,"Si, pequeña",diesel,uso particular ocasional,Manual,Si,ocasional,novato,591,Dacia Dokker Comercial,Van 1.5dCi Essential,8390,2019,195.348km,90CV,Manual,"5,000-10,000",Diesel,4,5,Dacia
882,35000-60000,nieve,montaña,Salud,Cantabria,No,electrico,viajes largos,Manual,Si,diario,experto,593,Dacia Dokker Comercial,Van 1.6 GLP Essential,7290,2019,153.675km,100CV,Manual,"5,000-10,000",Gasolina,4,5,Dacia
1127,12000 - 20000,buen clima,ciudad,Entretenimiento y Medios,Madrid,"Si, pequeña",electrico,viajes largos,Manual,Si,semanal,intermedio,595,Dacia Dokker Comercial,Van 1.6 GLP Essential,7990,2019,137.242km,100CV,Manual,"5,000-10,000",Gasolina,4,5,Dacia
1865,60000 - 100000,off-road,montaña,Tecnología,Andalucía,"Si, pequeña",diesel,uso particular ocasional,Manual,Si,semanal,intermedio,595,Dacia Dokker Comercial,Van 1.6 GLP Essential,7990,2019,137.242km,100CV,Manual,"5,000-10,000",Gasolina,4,5,Dacia
1026,100000,off-road,montaña,Servicios Financieros,Andalucía,No,hibrido,viajes largos,Automatico,Si,diario,intermedio,597,Dacia Dokker Comercial,Van 1.6 GLP Essential,8590,2019,145.800km,100CV,Manual,"5,000-10,000",Gasolina,4,5,Dacia
1478,20000 - 35000,off-road,playa,Servicios Financieros,Extremadura,No,hibrido,viajes largos,Manual,Si,diario,novato,598,Dacia Dokker Comercial,Van 1.6 GLP Essential,8590,2019,147.291km,100CV,Manual,"5,000-10,000",Gasolina,4,5,Dacia
3847,20000 - 35000,buen clima,ciudad,Transporte y Logística,Aragón,"Si, pequeña",gasolina,viajes largos,Automatico,No,ocasional,intermedio,598,Dacia Dokker Comercial,Van 1.6 GLP Essential,8590,2019,147.291km,100CV,Manual,"5,000-10,000",Gasolina,4,5,Dacia
4764,12000 - 20000,off-road,montaña,Energía,Asturias,"Si, grande",diesel,uso particular habitual,Manual,No,diario,novato,598,Dacia Dokker Comercial,Van 1.6 GLP Essential,8590,2019,147.291km,100CV,Manual,"5,000-10,000",Gasolina,4,5,Dacia
3917,12000 - 20000,buen clima,montaña,Comercio,Asturias,No,diesel,viajes largos,Automatico,Si,diario,novato,600,Dacia Dokker Comercial,Van 1.6 GLP Essential,9090,2019,112.952km,100CV,Manual,"5,000-10,000",Gasolina,4,5,Dacia
953,35000-60000,buen clima,ciudad,Tecnología,Aragón,"Si, grande",hibrido,uso particular ocasional,Automatico,Si,diario,experto,601,Dacia Dokker Comercial,Van 1.6 GLP Essential,9290,2019,101.345km,100CV,Manual,"5,000-10,000",Gasolina,4,5,Dacia
1120,60000 - 100000,buen clima,playa,Industria Construccion y Manufactura,Baleares,No,diesel,uso particular habitual,Manual,Si,semanal,intermedio,601,Dacia Dokker Comercial,Van 1.6 GLP Essential,9290,2019,101.345km,100CV,Manual,"5,000-10,000",Gasolina,4,5,Dacia
2064,20000 - 35000,buen clima,playa,Salud,Extremadura,"Si, pequeña",diesel,uso particular habitual,Manual,Si,diario,novato,603,Dacia Dokker Comercial,Van 1.6 GLP Essential,9490,2019,96.758km,100CV,Manual,"5,000-10,000",Gasolina,4,5,Dacia
2017,12000 - 20000,nieve,montaña,Energía,Andalucía,"Si, pequeña",electrico,uso particular habitual,Manual,No,diario,experto,606,Dacia Dokker Comercial,Van 1.6 GLP Essential,9990,2019,104.940km,100CV,Manual,"5,000-10,000",Gasolina,4,5,Dacia
4142,12000 - 20000,nieve,montaña,Tecnología,Baleares,"Si, grande",hibrido,uso particular ocasional,Automatico,Si,diario,intermedio,614,Dacia Duster,1.5Blue dCi Essential 4x2,12690,2020,69.308km,95CV,Manual,"10,000-15,000",Diesel,4,5,Dacia
531,12000 - 20000,buen clima,ciudad,Entretenimiento y Medios,Aragón,"Si, pequeña",diesel,viajes largos,Automatico,Si,semanal,experto,618,Dacia Duster,1.6 GLP Essential 4x2,12690,2020,67.137km,115CV,Manual,"10,000-15,000",Gasolina,4,5,Dacia
2810,60000 - 100000,buen clima,playa,Industria Construccion y Manufactura,Baleares,"Si, pequeña",diesel,uso particular habitual,Manual,Si,semanal,intermedio,620,Dacia Jogger,Hybrid Expression 5pl.,18590,2024,35.601km,140CV,Automatico,"15,000-20,000",Hibrido,4,5,Dacia
4441,12000 - 20000,buen clima,ciudad,Entretenimiento y Medios,Aragón,"Si, pequeña",gasolina,uso particular habitual,Manual,Si,semanal,experto,620,Dacia Jogger,Hybrid Expression 5pl.,18590,2024,35.601km,140CV,Automatico,"15,000-20,000",Hibrido,4,5,Dacia
1352,60000 - 100000,buen clima,montaña,Salud,Asturias,"Si, pequeña",diesel,uso particular habitual,Automatico,Si,diario,experto,626,Dacia Lodgy,TCE GPF Essential 7pl.,11390,2020,80.886km,100CV,Manual,"10,000-15,000",Gasolina,4,5,Dacia
3662,60000 - 100000,buen clima,playa,Otros,Castilla-La Mancha,"Si, pequeña",gasolina,viajes largos,Automatico,Si,semanal,novato,628,Dacia Logan,1.0 Essential,10390,2019,47.076km,75CV,Manual,"10,000-15,000",Gasolina,4,5,Dacia
1871,60000 - 100000,buen clima,montaña,Turismo y Ocio,Andalucía,"Si, pequeña",gasolina,viajes largos,Manual,No,ocasional,intermedio,636,Dacia Sandero,Stepway TCe Comfort,14090,2023,36.910km,91CV,Manual,"10,000-15,000",Gasolina,4,5,Dacia
3323,100000,buen clima,ciudad,Comercio,Cataluña,No,gasolina,uso particular ocasional,Manual,Si,ocasional,intermedio,637,Dacia Sandero,Stepway TCe Expresion Go,16290,2023,4.565km,110CV,Manual,"15,000-20,000",Gasolina,4,5,Dacia
2012,20000 - 35000,buen clima,montaña,Tecnología,Cantabria,"Si, pequeña",diesel,uso particular ocasional,Manual,No,diario,experto,638,Dacia Sandero,TCe Comfort,12990,2023,36.918km,91CV,Manual,"10,000-15,000",Gasolina,4,5,Dacia
4720,20000 - 35000,buen clima,ciudad,Tecnología,Andalucía,"Si, pequeña",diesel,uso particular habitual,Manual,Si,diario,intermedio,641,Fiat 500,1.0 GSE Lounge,8190,2021,71.698km,70CV,Manual,"5,000-10,000",Hibrido,4,5,Fiat
2417,12000 - 20000,nieve,montaña,Salud,Canarias,No,hibrido,viajes largos,Manual,No,diario,intermedio,643,Fiat 500,1.0 GSE Lounge,8190,2021,77.352km,70CV,Manual,"5,000-10,000",Hibrido,4,5,Fiat
1293,35000-60000,buen clima,ciudad,Salud,Andalucía,"Si, pequeña",diesel,uso particular habitual,Manual,Si,semanal,novato,645,Fiat 500,1.0 GSE Lounge,8190,2021,79.176km,70CV,Manual,"5,000-10,000",Hibrido,4,5,Fiat
684,35000-60000,buen clima,montaña,Tecnología,Castilla y León,"Si, grande",diesel,uso particular habitual,Manual,Si,semanal,intermedio,651,Fiat 500,1.0 GSE S,9690,2021,27.491km,70CV,Manual,"5,000-10,000",Hibrido,4,5,Fiat
1973,60000 - 100000,buen clima,ciudad,Entretenimiento y Medios,Aragón,No,gasolina,uso particular ocasional,Automatico,No,semanal,intermedio,651,Fiat 500,1.0 GSE S,9690,2021,27.491km,70CV,Manual,"5,000-10,000",Hibrido,4,5,Fiat
4562,20000 - 35000,nieve,playa,Servicios Financieros,Aragón,"Si, grande",diesel,uso particular ocasional,Manual,No,diario,intermedio,651,Fiat 500,1.0 GSE S,9690,2021,27.491km,70CV,Manual,"5,000-10,000",Hibrido,4,5,Fiat
